esp_ms,pos_deg,vel_deg_s,target_deg,vq,os_time
834352,359.16,0.15,359.87,0.175,1774656219.055595
834363,359.6,0.16,359.88,-0.017,1774656219.056597
834374,0.59,0.18,359.89,-0.171,1774656219.056597
834385,359.48,0.16,359.9,0.146,1774656219.056597
834396,359.16,0.15,359.91,0.105,1774656219.057597
834407,0.63,0.18,359.92,-0.218,1774656219.057597
834418,359.61,0.16,359.93,0.113,1774656219.0585968
834429,359.32,0.15,359.94,0.088,1774656219.0585968
834440,0.56,0.18,359.96,-0.185,1774656219.059599
834451,359.43,0.16,359.97,0.145,1774656219.059599
834462,359.07,0.15,359.98,0.126,1774656219.0605972
834473,0.7,0.19,359.99,-0.205,1774656219.069597
834484,359.37,0.16,360.0,0.126,1774656219.0805964
834495,359.42,0.16,0.01,0.054,1774656219.0915954
834506,1.1,0.2,0.02,-0.277,1774656219.10271
834517,359.21,0.14,0.03,0.054,1774656219.1137102
834528,359.14,0.13,0.04,0.097,1774656219.12471
834539,359.85,0.15,0.05,-0.049,1774656219.1357086
834550,0.72,0.17,0.07,-0.156,1774656219.1462784
834561,359.38,0.14,0.08,0.175,1774656219.1572785
834572,359.57,0.14,0.09,0.033,1774656219.1682785
834583,0.57,0.17,0.1,-0.148,1774656219.179278
834594,359.58,0.14,0.11,0.146,1774656219.1902783
834605,359.37,0.14,0.12,0.094,1774656219.2022536
834616,0.58,0.17,0.13,-0.165,1774656219.21225
834627,359.35,0.14,0.14,0.166,1774656219.2232535
834638,359.2,0.14,0.15,0.111,1774656219.2352543
834649,0.88,0.18,0.16,-0.22,1774656219.2462528
834660,359.64,0.15,0.18,0.11,1774656219.2572532
834671,359.24,0.14,0.19,0.134,1774656219.2682543
834682,0.39,0.16,0.2,-0.134,1774656219.2792528
834693,0.26,0.16,0.21,0.004,1774656219.2902534
834704,359.59,0.14,0.22,0.126,1774656219.3012528
834715,0.74,0.17,0.23,-0.166,1774656219.3122518
834726,359.87,0.15,0.24,0.119,1774656219.323254
834737,359.28,0.14,0.25,0.154,1774656219.3342535
834748,0.78,0.17,0.26,-0.176,1774656219.3452532
834759,359.86,0.15,0.27,0.129,1774656219.3562524
834770,359.31,0.14,0.29,0.152,1774656219.367253
834781,0.84,0.17,0.3,-0.179,1774656219.378253
834792,359.88,0.15,0.31,0.133,1774656219.3892534
834804,359.31,0.14,0.32,0.158,1774656219.4001317
834815,0.92,0.17,0.33,-0.173,1774656219.4111326
834826,359.99,0.15,0.34,0.123,1774656219.4221313
834837,359.32,0.14,0.35,0.17,1774656219.433131
834848,0.91,0.17,0.36,-0.161,1774656219.4442842
834859,0.19,0.16,0.37,0.087,1774656219.4552853
834870,359.19,0.13,0.39,0.22,1774656219.466285
834881,0.48,0.16,0.4,-0.111,1774656219.4772842
834892,0.77,0.17,0.41,-0.066,1774656219.4882867
834903,359.41,0.14,0.42,0.234,1774656219.4992843
834914,0.38,0.16,0.43,-0.087,1774656219.5102427
834925,0.32,0.16,0.44,0.017,1774656219.5212426
834936,359.25,0.13,0.45,0.228,1774656219.5322416
834947,0.75,0.17,0.46,-0.103,1774656219.5432427
834958,0.82,0.17,0.47,-0.042,1774656219.5542426
834969,359.7,0.14,0.48,0.187,1774656219.5652428
834980,0.37,0.16,0.5,-0.05,1774656219.576243
834991,0.85,0.17,0.51,-0.083,1774656219.5872407
835002,358.92,0.13,0.52,0.249,1774656219.5982418
835013,0.54,0.16,0.53,-0.082,1774656219.6092422
835024,0.41,0.16,0.54,0.025,1774656219.6202419
835035,359.33,0.14,0.55,0.231,1774656219.631242
835046,0.87,0.17,0.56,-0.099,1774656219.6422431
835057,0.86,0.17,0.57,-0.028,1774656219.6532416
835068,359.78,0.15,0.58,0.186,1774656219.6642432
835079,0.51,0.16,0.59,-0.06,1774656219.6752405
835090,0.78,0.17,0.61,-0.044,1774656219.6862433
835101,359.13,0.13,0.62,0.288,1774656219.6972435
835112,0.83,0.17,0.63,-0.043,1774656219.7082434
835123,0.91,0.17,0.64,-0.035,1774656219.719241
835134,359.26,0.14,0.65,0.296,1774656219.7302415
835145,0.29,0.16,0.66,-0.034,1774656219.7422454
835156,0.67,0.17,0.67,-0.034,1774656219.752825
835167,359.32,0.14,0.68,0.274,1774656219.7638242
835178,0.64,0.17,0.69,-0.057,1774656219.7751439
835189,0.76,0.17,0.7,-0.014,1774656219.786045
835200,359.34,0.14,0.72,0.282,1774656219.7970462
835211,0.47,0.16,0.73,-0.048,1774656219.8080468
835222,0.83,0.17,0.74,-0.041,1774656219.8190453
835233,359.14,0.13,0.75,0.291,1774656219.8300464
835244,0.77,0.17,0.76,-0.039,1774656219.8410459
835255,0.66,0.17,0.77,0.025,1774656219.8520458
835266,359.8,0.15,0.78,0.19,1774656219.863047
835277,0.67,0.17,0.79,-0.065,1774656219.8740458
835288,0.59,0.17,0.8,0.036,1774656219.885046
835299,359.61,0.14,0.81,0.224,1774656219.8955991
835310,0.97,0.18,0.83,-0.107,1774656219.9065974
835321,0.81,0.17,0.84,0.023,1774656219.9175968
835332,358.88,0.13,0.85,0.355,1774656219.9285998
835343,0.76,0.17,0.86,0.025,1774656219.9395988
835354,0.72,0.17,0.87,0.026,1774656219.9513555
835365,0.35,0.16,0.88,0.098,1774656219.9617238
835377,0.55,0.16,0.89,0.022,1774656219.9727213
835388,0.13,0.15,0.9,0.127,1774656219.9837213
835399,0.74,0.17,0.91,-0.032,1774656219.994722
835410,0.85,0.17,0.92,0.004,1774656220.0057225
835421,0.27,0.16,0.94,0.133,1774656220.0167222
835432,0.52,0.16,0.95,0.029,1774656220.0277226
835443,0.72,0.17,0.96,0.013,1774656220.0387216
835454,0.8,0.17,0.97,0.018,1774656220.0497239
835465,0.87,0.17,0.98,0.013,1774656220.0607219
835476,0.88,0.17,0.99,0.018,1774656220.071723
835487,0.88,0.17,1.0,0.021,1774656220.0837243
835498,0.88,0.17,1.01,0.022,1774656220.0947227
835509,0.88,0.17,1.02,0.023,1774656220.105723
835520,0.88,0.17,1.04,0.024,1774656220.116725
835531,0.88,0.17,1.05,0.025,1774656220.1271179
835542,0.88,0.17,1.06,0.026,1774656220.1381178
835553,0.88,0.17,1.07,0.028,1774656220.1493897
835564,0.88,0.17,1.08,0.029,1774656220.160139
835575,0.88,0.17,1.09,0.03,1774656220.1711383
835586,0.88,0.17,1.1,0.031,1774656220.1821387
835597,0.88,0.17,1.11,0.033,1774656220.1931396
835608,0.88,0.17,1.12,0.034,1774656220.2041385
835619,0.88,0.17,1.13,0.035,1774656220.2151382
835630,0.88,0.17,1.15,0.036,1774656220.2261388
835641,0.88,0.17,1.16,0.038,1774656220.2371373
835652,0.88,0.17,1.17,0.039,1774656220.2481375
835663,0.88,0.17,1.18,0.04,1774656220.2591388
835674,0.88,0.17,1.19,0.041,1774656220.2701387
835685,0.88,0.17,1.2,0.043,1774656220.2811384
835696,0.88,0.17,1.21,0.044,1774656220.29214
835707,0.88,0.17,1.22,0.045,1774656220.3031378
835718,0.88,0.17,1.23,0.046,1774656220.3151407
835729,0.88,0.17,1.24,0.048,1774656220.326139
835740,0.88,0.17,1.26,0.049,1774656220.3361382
835751,0.88,0.17,1.27,0.05,1774656220.347708
835762,0.97,0.17,1.28,0.034,1774656220.358709
835773,0.97,0.17,1.29,0.043,1774656220.369707
835784,0.97,0.17,1.3,0.045,1774656220.380707
835795,0.97,0.17,1.31,0.046,1774656220.3917062
835806,0.97,0.17,1.32,0.047,1774656220.4027064
835817,0.97,0.17,1.33,0.049,1774656220.4137082
835828,0.97,0.17,1.34,0.05,1774656220.4247072
835839,0.97,0.17,1.35,0.051,1774656220.4357064
835850,0.97,0.17,1.37,0.052,1774656220.4472156
835861,0.97,0.17,1.38,0.054,1774656220.4581132
835872,0.97,0.17,1.39,0.055,1774656220.468772
835883,0.97,0.17,1.4,0.056,1774656220.4797678
835894,0.97,0.17,1.41,0.058,1774656220.490768
835905,0.97,0.17,1.42,0.059,1774656220.501768
835916,0.97,0.17,1.43,0.06,1774656220.512768
835927,0.97,0.17,1.44,0.061,1774656220.5237677
835938,0.97,0.17,1.45,0.063,1774656220.534768
835949,1.05,0.17,1.46,0.047,1774656220.5457678
835961,1.05,0.17,1.48,0.056,1774656220.5567672
835972,1.05,0.17,1.49,0.057,1774656220.5677676
835983,1.05,0.17,1.5,0.059,1774656220.5787685
835994,1.05,0.17,1.51,0.06,1774656220.5897691
836005,1.05,0.17,1.52,0.061,1774656220.6007679
836016,1.05,0.17,1.53,0.063,1774656220.6117675
836027,1.05,0.17,1.54,0.064,1774656220.6227677
836038,1.05,0.17,1.55,0.065,1774656220.6337674
836049,1.05,0.17,1.56,0.067,1774656220.6447678
836060,1.05,0.17,1.58,0.068,1774656220.655767
836071,1.05,0.17,1.59,0.069,1774656220.666767
836082,1.05,0.17,1.6,0.071,1774656220.677769
836093,1.05,0.17,1.61,0.072,1774656220.688769
836104,1.05,0.17,1.62,0.073,1774656220.7007704
836115,1.05,0.17,1.63,0.075,1774656220.7117708
836126,1.12,0.17,1.64,0.062,1774656220.72277
836137,1.14,0.17,1.65,0.066,1774656220.73377
836148,1.14,0.17,1.66,0.07,1774656220.7447674
836159,1.14,0.17,1.67,0.071,1774656220.7557707
836170,1.14,0.17,1.69,0.072,1774656220.7667701
836181,1.14,0.17,1.7,0.074,1774656220.7777715
836192,1.14,0.17,1.71,0.075,1774656220.7887714
836203,1.14,0.17,1.72,0.076,1774656220.7997706
836214,1.14,0.17,1.73,0.078,1774656220.8107693
836225,1.14,0.17,1.74,0.079,1774656220.8217697
836236,1.14,0.17,1.75,0.08,1774656220.832942
836247,1.14,0.17,1.76,0.082,1774656220.8434968
836258,1.14,0.17,1.77,0.083,1774656220.85449
836269,1.14,0.17,1.78,0.084,1774656220.8654902
836280,1.14,0.17,1.8,0.086,1774656220.8764908
836291,1.23,0.17,1.81,0.07,1774656220.8874893
836302,1.23,0.17,1.82,0.079,1774656220.8984902
836313,1.23,0.17,1.83,0.081,1774656220.9094918
836324,1.23,0.17,1.84,0.082,1774656220.92049
836335,1.23,0.17,1.85,0.083,1774656220.9314895
836346,1.23,0.17,1.86,0.085,1774656220.9424906
836357,1.23,0.17,1.87,0.086,1774656220.9535017
836368,1.23,0.17,1.88,0.088,1774656220.9645016
836379,1.23,0.17,1.89,0.089,1774656220.9755018
836390,1.23,0.17,1.91,0.09,1774656220.9865012
836401,1.23,0.17,1.92,0.092,1774656220.9975016
836412,1.23,0.17,1.93,0.093,1774656221.0085013
836423,1.23,0.17,1.94,0.095,1774656221.0195022
836434,1.23,0.17,1.95,0.096,1774656221.0305016
836445,1.29,0.18,1.96,0.086,1774656221.042503
836456,1.32,0.18,1.97,0.087,1774656221.0525029
836467,1.32,0.18,1.98,0.091,1774656221.0635026
836478,1.32,0.18,1.99,0.092,1774656221.075503
836489,1.32,0.18,2.0,0.094,1774656221.0855024
836500,1.32,0.18,2.02,0.095,1774656221.0970826
836511,1.32,0.18,2.03,0.097,1774656221.1080837
836522,1.32,0.18,2.04,0.098,1774656221.1190815
836533,1.32,0.18,2.05,0.099,1774656221.1300817
836545,1.32,0.18,2.06,0.101,1774656221.1410816
836556,1.32,0.18,2.07,0.102,1774656221.1520832
836567,1.32,0.18,2.08,0.104,1774656221.163081
836578,1.32,0.18,2.09,0.105,1774656221.1740816
836589,1.32,0.18,2.1,0.106,1774656221.1850808
836600,0.0,0.14,2.12,0.371,1774656221.196082
836611,0.91,0.17,2.13,0.068,1774656221.2076457
836622,0.91,0.17,2.14,0.154,1774656221.2186456
836633,0.38,0.15,2.15,0.263,1774656221.2296436
836644,0.86,0.16,2.16,0.117,1774656221.2406435
836655,0.55,0.16,2.17,0.226,1774656221.2516444
836666,0.47,0.16,2.18,0.215,1774656221.2626438
836677,0.95,0.17,2.19,0.114,1774656221.273644
836688,0.92,0.17,2.2,0.167,1774656221.284644
836699,1.2,0.17,2.21,0.11,1774656221.295644
836710,0.59,0.16,2.23,0.258,1774656221.3066432
836721,0.61,0.16,2.24,0.2,1774656221.3176463
836732,1.13,0.17,2.25,0.098,1774656221.328643
836743,0.92,0.17,2.26,0.192,1774656221.3396447
836754,0.45,0.15,2.27,0.267,1774656221.3506446
836765,1.04,0.17,2.28,0.108,1774656221.3616438
836776,0.8,0.16,2.29,0.212,1774656221.3726432
836787,0.75,0.16,2.3,0.202,1774656221.3836436
836798,0.78,0.16,2.31,0.192,1774656221.3946445
836809,0.54,0.16,2.32,0.246,1774656221.4056437
836820,0.7,0.16,2.34,0.193,1774656221.416643
836831,0.72,0.16,2.35,0.205,1774656221.4276435
836842,0.44,0.15,2.36,0.264,1774656221.4386446
836853,0.86,0.16,2.37,0.156,1774656221.4498281
836864,0.52,0.16,2.38,0.266,1774656221.4608262
836875,0.65,0.16,2.39,0.209,1774656221.4718275
836886,1.19,0.17,2.4,0.116,1774656221.4828274
836897,0.88,0.16,2.41,0.229,1774656221.4938269
836908,0.52,0.16,2.42,0.275,1774656221.5048275
836919,1.29,0.17,2.43,0.088,1774656221.5158267
836930,0.66,0.16,2.45,0.288,1774656221.526617
836941,0.59,0.16,2.46,0.246,1774656221.5376153
836952,0.44,0.15,2.47,0.27,1774656221.5486157
836963,0.01,0.14,2.48,0.343,1774656221.559616
836974,0.54,0.16,2.49,0.199,1774656221.5706182
836985,0.73,0.16,2.5,0.213,1774656221.581616
836996,0.71,0.16,2.51,0.238,1774656221.5926168
837007,1.1,0.17,2.52,0.159,1774656221.6036158
837018,0.76,0.16,2.53,0.266,1774656221.614616
837029,0.97,0.17,2.54,0.193,1774656221.6256175
837040,0.78,0.16,2.56,0.253,1774656221.6366162
837051,0.92,0.16,2.57,0.209,1774656221.6476169
837062,1.23,0.17,2.58,0.162,1774656221.6586163
837073,0.67,0.16,2.59,0.305,1774656221.669616
837084,0.5,0.15,2.6,0.287,1774656221.6806164
837095,0.7,0.16,2.61,0.234,1774656221.691617
837106,0.08,0.14,2.62,0.379,1774656221.7026162
837117,0.84,0.16,2.63,0.169,1774656221.7136157
837129,0.65,0.15,2.64,0.282,1774656221.7256167
837140,0.9,0.16,2.65,0.215,1774656221.7356162
837151,0.35,0.15,2.67,0.351,1774656221.747199
837162,0.51,0.15,2.68,0.27,1774656221.758201
837173,1.1,0.16,2.69,0.168,1774656221.7691984
837184,0.9,0.16,2.7,0.265,1774656221.7804396
837195,1.14,0.16,2.71,0.2,1774656221.7910519
837206,0.13,0.14,2.72,0.426,1774656221.8020508
837217,1.14,0.16,2.73,0.131,1774656221.8130517
837228,1.32,0.17,2.74,0.193,1774656221.8240497
837239,0.3,0.14,2.75,0.416,1774656221.8350503
837250,1.44,0.17,2.77,0.092,1774656221.8460503
837261,1.45,0.17,2.78,0.2,1774656221.8570619
837272,0.04,0.14,2.79,0.486,1774656221.868062
837283,1.57,0.17,2.8,0.157,1774656221.8790622
837294,2.23,0.19,2.81,0.063,1774656221.8900645
837305,0.77,0.16,2.82,0.394,1774656221.9010646
837316,0.68,0.15,2.83,0.3,1774656221.9120631
837327,1.67,0.18,2.84,0.095,1774656221.923062
837338,0.74,0.15,2.85,0.377,1774656221.934064
837349,0.51,0.15,2.86,0.337,1774656221.9450645
837360,1.71,0.18,2.88,0.078,1774656221.9569213
837371,0.95,0.16,2.89,0.344,1774656221.9670393
837382,0.44,0.15,2.9,0.377,1774656221.9780407
837393,1.75,0.18,2.91,0.068,1774656221.9900422
837404,1.41,0.17,2.92,0.261,1774656222.0000415
837415,0.32,0.14,2.93,0.449,1774656222.0120435
837426,1.67,0.17,2.94,0.119,1774656222.0220418
837437,1.84,0.17,2.95,0.173,1774656222.0330398
837448,0.91,0.15,2.96,0.378,1774656222.045042
837459,1.08,0.15,2.97,0.257,1774656222.0560424
837470,1.96,0.18,2.99,0.099,1774656222.0670419
837481,0.73,0.15,3.0,0.431,1774656222.078042
837492,1.01,0.15,3.01,0.259,1774656222.0890422
837503,2.09,0.18,3.02,0.072,1774656222.099605
837514,0.95,0.15,3.03,0.403,1774656222.1106093
837525,0.54,0.14,3.04,0.379,1774656222.1216047
837536,1.97,0.18,3.05,0.056,1774656222.1323903
837547,1.87,0.17,3.06,0.214,1774656222.1433907
837558,0.22,0.13,3.07,0.537,1774656222.1543908
837569,2.02,0.18,3.08,0.207,1774656222.165392
837580,2.6,0.19,3.1,0.079,1774656222.1763914
837591,1.89,0.17,3.11,0.278,1774656222.1873899
837602,0.66,0.14,3.12,0.458,1774656222.1983907
837613,2.3,0.18,3.13,0.128,1774656222.209391
837624,1.98,0.18,3.14,0.237,1774656222.2203908
837635,1.83,0.17,3.15,0.237,1774656222.232393
837646,1.58,0.17,3.16,0.275,1774656222.2431822
837657,2.02,0.18,3.17,0.165,1774656222.2541811
837668,1.61,0.17,3.18,0.29,1774656222.2651823
837679,1.38,0.16,3.19,0.3,1774656222.2761824
837690,2.42,0.19,3.21,0.07,1774656222.287181
837701,0.79,0.14,3.22,0.402,1774656222.2981815
837713,0.96,0.14,3.23,0.311,1774656222.3091078
837724,2.26,0.17,3.24,0.067,1774656222.3200977
837735,1.37,0.15,3.25,0.371,1774656222.3310976
837746,0.66,0.13,3.26,0.431,1774656222.3420978
837757,1.98,0.16,3.27,0.102,1774656222.352673
837768,2.24,0.17,3.28,0.177,1774656222.3636727
837779,0.68,0.13,3.29,0.508,1774656222.375676
837790,1.9,0.16,3.31,0.179,1774656222.3856738
837801,1.94,0.16,3.32,0.235,1774656222.3966742
837812,1.78,0.16,3.33,0.271,1774656222.4086766
837823,2.71,0.18,3.34,0.072,1774656222.4186728
837834,1.6,0.15,3.35,0.385,1774656222.4306748
837845,0.96,0.14,3.36,0.408,1774656222.4416754
837856,1.94,0.16,3.37,0.154,1774656222.4518187
837867,1.77,0.16,3.38,0.282,1774656222.4634418
837878,2.45,0.17,3.39,0.132,1774656222.4744396
837889,1.91,0.16,3.4,0.307,1774656222.485443
837900,1.3,0.15,3.42,0.379,1774656222.4964397
837911,2.04,0.16,3.43,0.175,1774656222.5074403
837922,1.94,0.16,3.44,0.267,1774656222.5184388
837933,1.6,0.15,3.45,0.326,1774656222.5294378
837944,2.54,0.18,3.46,0.108,1774656222.5404391
837955,1.68,0.16,3.47,0.371,1774656222.5514376
837966,1.01,0.14,3.48,0.426,1774656222.562439
837977,1.99,0.16,3.49,0.168,1774656222.5734386
837988,2.19,0.17,3.5,0.223,1774656222.5844383
837999,2.3,0.17,3.51,0.221,1774656222.5954397
838010,1.8,0.16,3.53,0.333,1774656222.6070008
838021,2.5,0.18,3.54,0.147,1774656222.6175814
838032,2.11,0.17,3.55,0.294,1774656222.6285825
838043,1.1,0.14,3.56,0.46,1774656222.6395817
838054,2.11,0.17,3.57,0.165,1774656222.6505823
838065,2.13,0.17,3.58,0.259,1774656222.6615832
838076,1.71,0.16,3.59,0.345,1774656222.672582
838087,2.05,0.17,3.6,0.24,1774656222.6835823
838098,2.57,0.18,3.61,0.169,1774656222.6945815
838109,2.12,0.17,3.62,0.311,1774656222.7055802
838120,1.64,0.16,3.64,0.365,1774656222.7165804
838131,2.1,0.17,3.65,0.23,1774656222.727582
838142,2.24,0.17,3.66,0.248,1774656222.7385826
838153,2.31,0.17,3.67,0.248,1774656222.7495809
838164,2.29,0.17,3.68,0.261,1774656222.7605815
838175,2.29,0.17,3.69,0.261,1774656222.771581
838186,2.29,0.17,3.7,0.262,1774656222.7825823
838197,2.29,0.17,3.71,0.264,1774656222.7935834
838208,2.29,0.17,3.72,0.266,1774656222.8045819
838219,2.29,0.17,3.73,0.267,1774656222.8155823
838230,2.29,0.17,3.75,0.269,1774656222.8265815
838241,2.34,0.17,3.76,0.26,1774656222.8375823
838252,2.37,0.17,3.77,0.26,1774656222.848583
838263,2.37,0.17,3.78,0.265,1774656222.8605838
838274,2.37,0.17,3.79,0.267,1774656222.8705833
838285,2.37,0.17,3.8,0.268,1774656222.8815825
838297,2.37,0.17,3.81,0.27,1774656222.8931677
838308,2.37,0.17,3.82,0.272,1774656222.9036288
838319,2.37,0.17,3.83,0.273,1774656222.9146276
838330,2.37,0.17,3.85,0.275,1774656222.9256284
838341,2.37,0.17,3.86,0.277,1774656222.9366293
838352,2.37,0.17,3.87,0.278,1774656222.9476278
838363,2.37,0.17,3.88,0.28,1774656222.9596286
838374,2.37,0.17,3.89,0.282,1774656222.97063
838385,2.45,0.17,3.9,0.267,1774656222.9816303
838396,2.46,0.17,3.91,0.275,1774656222.9926364
838407,2.46,0.17,3.92,0.278,1774656223.0036316
838418,2.46,0.17,3.93,0.279,1774656223.01463
838429,2.46,0.17,3.94,0.281,1774656223.0256302
838440,2.46,0.17,3.96,0.283,1774656223.03663
838451,2.46,0.17,3.97,0.285,1774656223.0476305
838462,2.46,0.17,3.98,0.286,1774656223.0586286
838473,2.46,0.17,3.99,0.288,1774656223.0696309
838484,2.46,0.17,4.0,0.29,1774656223.0806303
838495,2.46,0.17,4.01,0.291,1774656223.0916297
838506,2.52,0.18,4.02,0.282,1774656223.1026313
838517,2.55,0.18,4.03,0.283,1774656223.1136303
838528,2.55,0.18,4.04,0.287,1774656223.1246295
838539,2.55,0.18,4.05,0.289,1774656223.13563
838550,2.55,0.18,4.07,0.291,1774656223.1466293
838561,2.55,0.18,4.08,0.293,1774656223.1576278
838572,2.55,0.18,4.09,0.294,1774656223.1686313
838583,2.55,0.18,4.1,0.296,1774656223.1796296
838594,2.55,0.18,4.11,0.298,1774656223.1906314
838605,2.55,0.18,4.12,0.299,1774656223.201631
838616,2.64,0.18,4.13,0.284,1774656223.2126293
838627,2.64,0.18,4.14,0.294,1774656223.2236283
838638,2.64,0.18,4.15,0.295,1774656223.2346287
838649,2.64,0.18,4.16,0.297,1774656223.245234
838660,2.64,0.18,4.18,0.299,1774656223.2562335
838671,2.64,0.18,4.19,0.301,1774656223.2672336
838682,2.64,0.18,4.2,0.302,1774656223.2782338
838693,2.64,0.18,4.21,0.304,1774656223.2898035
838704,2.64,0.18,4.22,0.306,1774656223.3008008
838715,2.72,0.18,4.23,0.29,1774656223.3118
838726,2.72,0.18,4.24,0.3,1774656223.322802
838737,2.72,0.18,4.25,0.302,1774656223.3337994
838748,2.72,0.18,4.26,0.303,1774656223.3448007
838759,2.72,0.18,4.27,0.305,1774656223.3558
838770,2.72,0.18,4.29,0.307,1774656223.366799
838781,2.72,0.18,4.3,0.309,1774656223.3778012
838792,2.72,0.18,4.31,0.31,1774656223.3888
838803,1.58,0.15,4.32,0.542,1774656223.3997996
838814,1.91,0.16,4.33,0.368,1774656223.4108002
838825,3.42,0.2,4.34,0.099,1774656223.4217997
838836,3.52,0.2,4.35,0.225,1774656223.4327998
838847,4.0,0.21,4.36,0.139,1774656223.443944
838858,2.91,0.18,4.37,0.405,1774656223.4549348
838870,3.49,0.19,4.38,0.187,1774656223.4659348
838881,4.81,0.23,4.4,-0.022,1774656223.476936
838892,3.32,0.19,4.41,0.309,1774656223.487935
838903,2.9,0.18,4.42,0.347,1774656223.4989347
838914,3.46,0.19,4.43,0.198,1774656223.5099363
838925,3.76,0.2,4.44,0.191,1774656223.5209348
838936,3.8,0.2,4.45,0.214,1774656223.5319357
838947,3.99,0.21,4.46,0.18,1774656223.5429363
838958,4.13,0.21,4.47,0.172,1774656223.5539374
838969,3.92,0.2,4.48,0.228,1774656223.5649345
838980,4.05,0.21,4.5,0.184,1774656223.5759356
838991,3.34,0.19,4.51,0.339,1774656223.5869343
839002,3.52,0.19,4.52,0.239,1774656223.5979352
839013,4.4,0.22,4.53,0.079,1774656223.6089354
839024,3.48,0.19,4.54,0.35,1774656223.6199372
839035,3.71,0.2,4.55,0.216,1774656223.630935
839046,4.28,0.21,4.56,0.127,1774656223.6429353
839057,3.68,0.2,4.57,0.302,1774656223.6529355
839068,3.32,0.19,4.58,0.319,1774656223.6639345
839079,4.66,0.22,4.59,0.017,1774656223.6749358
839090,3.59,0.2,4.61,0.348,1774656223.6859343
839101,3.76,0.2,4.62,0.226,1774656223.6979387
839112,3.59,0.2,4.63,0.278,1774656223.7079341
839123,3.69,0.2,4.64,0.243,1774656223.7195399
839134,3.66,0.2,4.65,0.261,1774656223.730522
839145,3.52,0.19,4.66,0.287,1774656223.7415226
839156,3.58,0.2,4.67,0.262,1774656223.7525222
839167,3.6,0.2,4.68,0.266,1774656223.7635207
839178,3.6,0.2,4.69,0.27,1774656223.7745202
839189,3.6,0.2,4.7,0.271,1774656223.7858458
839200,3.6,0.2,4.72,0.273,1774656223.7967646
839211,3.6,0.2,4.73,0.274,1774656223.807763
839222,3.6,0.2,4.74,0.276,1774656223.8187635
839233,3.6,0.2,4.75,0.277,1774656223.8297632
839244,3.6,0.2,4.76,0.279,1774656223.8407645
839255,3.6,0.2,4.77,0.281,1774656223.8517628
839266,3.6,0.2,4.78,0.282,1774656223.8627625
839277,3.6,0.2,4.79,0.284,1774656223.8737652
839288,3.6,0.2,4.8,0.285,1774656223.8847623
839299,3.6,0.2,4.81,0.287,1774656223.8957634
839310,3.6,0.2,4.83,0.289,1774656223.906762
839321,3.6,0.2,4.84,0.29,1774656223.9177628
839332,3.6,0.2,4.85,0.292,1774656223.9287627
839343,3.69,0.2,4.86,0.276,1774656223.9397635
839354,3.69,0.2,4.87,0.286,1774656223.9507623
839365,3.69,0.2,4.88,0.287,1774656223.962304
839376,3.69,0.2,4.89,0.289,1774656223.972616
839387,3.69,0.2,4.9,0.29,1774656223.983616
839398,3.69,0.2,4.91,0.292,1774656223.9946165
839409,3.69,0.2,4.92,0.294,1774656224.005616
839420,3.69,0.2,4.94,0.295,1774656224.016616
839431,3.78,0.2,4.95,0.28,1774656224.027617
839442,3.78,0.2,4.96,0.289,1774656224.0386162
839454,3.78,0.2,4.97,0.291,1774656224.0496159
839465,3.78,0.2,4.98,0.292,1774656224.0606163
839476,3.78,0.2,4.99,0.294,1774656224.0716157
839487,3.78,0.2,5.0,0.296,1774656224.082616
839498,3.78,0.2,5.01,0.297,1774656224.0936167
839509,3.78,0.2,5.02,0.299,1774656224.1046162
839520,3.78,0.2,5.04,0.3,1774656224.1156151
839531,3.86,0.2,5.05,0.286,1774656224.1275554
839542,3.87,0.2,5.06,0.294,1774656224.1383245
839553,3.87,0.2,5.07,0.296,1774656224.14939
839564,3.87,0.2,5.08,0.298,1774656224.1603878
839575,3.87,0.2,5.09,0.299,1774656224.1713884
839586,3.87,0.2,5.1,0.301,1774656224.1823883
839597,3.87,0.2,5.11,0.302,1774656224.1933887
839608,3.87,0.2,5.12,0.304,1774656224.2043881
839619,3.92,0.2,5.13,0.294,1774656224.2151382
839630,3.95,0.2,5.15,0.295,1774656224.2261386
839641,3.96,0.2,5.16,0.3,1774656224.237138
839652,3.96,0.2,5.17,0.301,1774656224.2481382
839663,3.96,0.2,5.18,0.303,1774656224.2591426
839674,3.96,0.2,5.19,0.304,1774656224.270139
839685,3.96,0.2,5.2,0.306,1774656224.2811384
839696,3.96,0.2,5.21,0.308,1774656224.2921398
839707,3.96,0.2,5.22,0.309,1774656224.3031383
839718,4.01,0.2,5.23,0.3,1774656224.3141413
839729,4.04,0.2,5.24,0.3,1774656224.3251393
839740,4.04,0.2,5.26,0.305,1774656224.3361382
839751,4.04,0.2,5.27,0.306,1774656224.3471377
839762,4.04,0.2,5.28,0.308,1774656224.3581378
839773,4.04,0.2,5.29,0.31,1774656224.3691375
839784,4.04,0.2,5.3,0.311,1774656224.3801403
839795,4.04,0.2,5.31,0.313,1774656224.3921409
839806,4.13,0.21,5.32,0.297,1774656224.402138
839817,4.13,0.21,5.33,0.307,1774656224.4131386
839828,4.13,0.21,5.34,0.308,1774656224.4241385
839839,4.13,0.21,5.35,0.31,1774656224.435138
839850,4.13,0.21,5.37,0.312,1774656224.4463038
839861,4.13,0.21,5.38,0.313,1774656224.4573033
