esp_ms,pos_deg,vel_deg_s,target_deg,vq,os_time
858726,24.43,0.56,24.24,-0.203,1774656243.3221164
858737,23.34,0.53,24.25,0.116,1774656243.333116
858748,23.05,0.53,24.26,0.072,1774656243.3441164
858759,24.35,0.56,24.27,-0.213,1774656243.355116
858770,24.53,0.56,24.29,-0.125,1774656243.3661153
858781,23.31,0.53,24.3,0.136,1774656243.3771164
858792,24.18,0.55,24.31,-0.151,1774656243.3881156
858803,25.08,0.57,24.32,-0.249,1774656243.399116
858814,23.6,0.54,24.33,0.081,1774656243.4101171
858825,23.4,0.53,24.34,0.036,1774656243.4211154
858836,24.92,0.57,24.35,-0.286,1774656243.4321156
858847,24.14,0.55,24.36,0.014,1774656243.4431162
858858,22.96,0.52,24.37,0.179,1774656243.4542449
858869,24.4,0.56,24.38,-0.151,1774656243.465244
858880,24.19,0.55,24.4,-0.04,1774656243.476245
858891,25.19,0.57,24.41,-0.26,1774656243.4872444
858902,24.71,0.56,24.42,-0.068,1774656243.498244
858913,24.95,0.57,24.43,-0.159,1774656243.509246
858924,25.13,0.57,24.44,-0.174,1774656243.5202441
858935,24.63,0.56,24.45,-0.054,1774656243.531244
858946,24.53,0.56,24.46,-0.081,1774656243.542245
858957,24.04,0.55,24.47,0.009,1774656243.5532439
858968,24.43,0.56,24.48,-0.115,1774656243.564244
858980,25.13,0.57,24.49,-0.216,1774656243.5752454
858991,24.62,0.56,24.51,-0.048,1774656243.586244
859002,23.69,0.54,24.52,0.093,1774656243.5972445
859013,24.85,0.57,24.53,-0.228,1774656243.6082463
859024,24.72,0.56,24.54,-0.089,1774656243.6192443
859035,24.63,0.56,24.55,-0.083,1774656243.630245
859046,25.02,0.57,24.56,-0.169,1774656243.6412442
859057,24.81,0.57,24.57,-0.089,1774656243.6526835
859068,24.35,0.55,24.58,-0.015,1774656243.6636822
859079,24.3,0.55,24.59,-0.049,1774656243.6746829
859090,25.17,0.57,24.6,-0.225,1774656243.6856828
859101,24.67,0.56,24.62,-0.041,1774656243.6966822
859112,24.04,0.55,24.63,0.038,1774656243.7076826
859123,24.86,0.57,24.64,-0.185,1774656243.7186825
859134,24.47,0.56,24.65,-0.029,1774656243.7296827
859145,24.94,0.57,24.66,-0.157,1774656243.7406843
859156,24.08,0.55,24.67,0.059,1774656243.7522466
859167,24.55,0.56,24.68,-0.114,1774656243.7632463
859178,26.0,0.59,24.69,-0.359,1774656243.7742534
859189,24.77,0.56,24.7,-0.028,1774656243.785253
859200,23.94,0.54,24.72,0.076,1774656243.7962546
859211,24.32,0.55,24.73,-0.078,1774656243.807253
859222,25.42,0.58,24.74,-0.26,1774656243.818253
859233,24.84,0.56,24.75,-0.039,1774656243.829254
859244,24.13,0.55,24.76,0.049,1774656243.8402536
859255,25.63,0.58,24.77,-0.282,1774656243.8510547
859266,25.76,0.59,24.78,-0.199,1774656243.86169
859277,24.55,0.56,24.79,0.054,1774656243.8726897
859288,24.87,0.57,24.8,-0.123,1774656243.8836906
859299,26.04,0.59,24.81,-0.325,1774656243.8946817
859310,24.57,0.56,24.83,0.006,1774656243.9056802
859321,24.45,0.56,24.84,-0.034,1774656243.9166803
859332,24.62,0.56,24.85,-0.077,1774656243.928682
859343,25.8,0.59,24.86,-0.297,1774656243.9386811
859354,24.84,0.56,24.87,0.008,1774656243.9506834
859365,24.64,0.56,24.88,-0.041,1774656243.9616823
859376,25.22,0.57,24.89,-0.176,1774656243.9726837
859387,25.54,0.58,24.9,-0.184,1774656243.983685
859398,24.79,0.56,24.91,-0.002,1774656243.994682
859409,24.7,0.56,24.92,-0.055,1774656244.0052662
859420,26.48,0.6,24.94,-0.386,1774656244.0162668
859431,24.69,0.56,24.95,-0.056,1774656244.0279107
859442,24.13,0.55,24.96,0.053,1774656244.0385106
859453,24.35,0.55,24.97,-0.042,1774656244.0495114
859464,25.3,0.58,24.98,-0.211,1774656244.0605109
859475,25.22,0.57,24.99,-0.103,1774656244.0715106
859486,23.92,0.54,25.0,0.15,1774656244.08251
859497,25.96,0.59,25.01,-0.18,1774656244.0935087
859508,26.02,0.59,25.02,-0.196,1774656244.1045089
859519,25.73,0.59,25.03,-0.132,1774656244.1155086
859530,25.04,0.56,25.05,-0.021,1774656244.1265085
859541,25.84,0.58,25.06,-0.246,1774656244.1375084
859553,26.02,0.59,25.07,-0.206,1774656244.1485093
859564,24.2,0.54,25.08,0.125,1774656244.1595085
859575,25.71,0.58,25.09,-0.206,1774656244.1705086
859586,25.93,0.58,25.1,-0.197,1774656244.1815078
859597,25.42,0.57,25.11,-0.072,1774656244.192511
859608,25.29,0.57,25.12,-0.093,1774656244.2040806
859619,25.52,0.57,25.13,-0.15,1774656244.214441
859630,26.22,0.59,25.14,-0.268,1774656244.2254403
859641,24.89,0.56,25.16,0.062,1774656244.2364411
859652,25.56,0.57,25.17,-0.194,1774656244.248064
859663,26.33,0.59,25.18,-0.282,1774656244.2590277
859674,24.52,0.55,25.19,0.049,1774656244.2700284
859685,24.59,0.55,25.2,-0.032,1774656244.2810285
859696,25.76,0.58,25.21,-0.259,1774656244.2920277
859707,26.09,0.59,25.22,-0.213,1774656244.3030274
859718,24.86,0.56,25.23,0.067,1774656244.3140275
859729,25.18,0.56,25.24,-0.114,1774656244.3250256
859740,26.6,0.6,25.26,-0.366,1774656244.336027
859751,24.64,0.55,25.27,-0.035,1774656244.3470275
859762,24.52,0.55,25.28,0.0,1774656244.3580267
859773,24.83,0.55,25.29,-0.072,1774656244.3690286
859784,25.73,0.58,25.3,-0.221,1774656244.3800263
859795,25.76,0.58,25.31,-0.141,1774656244.3910272
859806,24.45,0.55,25.32,0.125,1774656244.4020276
859817,26.11,0.58,25.33,-0.205,1774656244.4130247
859828,25.83,0.58,25.34,-0.115,1774656244.4240246
859839,26.16,0.59,25.35,-0.207,1774656244.435025
859850,26.1,0.59,25.37,-0.164,1774656244.4460247
859861,26.02,0.58,25.38,-0.15,1774656244.456718
859872,26.09,0.59,25.39,-0.173,1774656244.4677184
859883,26.1,0.59,25.4,-0.167,1774656244.4793193
859894,26.1,0.59,25.41,-0.165,1774656244.490319
859905,26.1,0.58,25.42,-0.164,1774656244.5013194
859916,26.1,0.58,25.43,-0.164,1774656244.5123196
859927,26.1,0.58,25.44,-0.163,1774656244.5233173
859938,26.1,0.58,25.45,-0.162,1774656244.5343192
859949,26.1,0.58,25.46,-0.161,1774656244.545319
859960,26.1,0.58,25.48,-0.16,1774656244.5563188
859971,26.1,0.58,25.49,-0.159,1774656244.5673184
859982,26.1,0.58,25.5,-0.158,1774656244.5783176
859993,26.1,0.58,25.51,-0.157,1774656244.589317
860004,26.1,0.58,25.52,-0.157,1774656244.6003175
860015,26.1,0.58,25.53,-0.156,1774656244.611317
860026,26.1,0.58,25.54,-0.155,1774656244.6223164
860037,26.1,0.58,25.55,-0.154,1774656244.6333165
860048,26.1,0.58,25.56,-0.153,1774656244.6443172
860059,26.1,0.58,25.57,-0.152,1774656244.6553168
860070,26.1,0.58,25.59,-0.151,1774656244.666317
860081,26.1,0.58,25.6,-0.15,1774656244.6773174
860091,26.1,0.58,25.61,-0.15,1774656244.687317
860101,26.1,0.58,25.62,-0.149,1774656244.6973262
860111,26.1,0.58,25.63,-0.148,1774656244.7073371
860121,26.1,0.58,25.64,-0.147,1774656244.7173378
860132,26.1,0.58,25.65,-0.146,1774656244.7273388
860142,26.1,0.58,25.66,-0.145,1774656244.737337
860152,26.1,0.58,25.67,-0.144,1774656244.7473378
860162,26.1,0.58,25.68,-0.143,1774656244.7573378
860172,26.1,0.58,25.69,-0.142,1774656244.7673373
860182,26.1,0.58,25.7,-0.142,1774656244.7773378
860192,26.1,0.58,25.71,-0.141,1774656244.7873383
860203,26.1,0.58,25.72,-0.14,1774656244.7983372
860214,26.1,0.58,25.73,-0.139,1774656244.809338
860225,26.1,0.58,25.74,-0.138,1774656244.8203387
860236,26.1,0.58,25.75,-0.137,1774656244.831338
860247,26.1,0.58,25.76,-0.136,1774656244.8423378
860258,26.1,0.58,25.77,-0.135,1774656244.853338
860269,26.1,0.58,25.78,-0.134,1774656244.8643377
860280,26.1,0.58,25.79,-0.133,1774656244.8753386
860291,26.1,0.58,25.81,-0.132,1774656244.8863378
860302,26.1,0.58,25.82,-0.131,1774656244.8982446
860313,26.18,0.58,25.83,-0.145,1774656244.909244
860324,26.19,0.58,25.84,-0.139,1774656244.9202442
860335,26.19,0.58,25.85,-0.137,1774656244.9312446
860346,26.19,0.58,25.86,-0.136,1774656244.942243
860357,26.19,0.58,25.87,-0.135,1774656244.9532444
860368,26.19,0.58,25.88,-0.134,1774656244.9642425
860379,26.19,0.58,25.89,-0.133,1774656244.975245
860390,26.19,0.58,25.91,-0.132,1774656244.9862459
860401,26.19,0.58,25.92,-0.131,1774656244.9972446
860412,26.19,0.58,25.93,-0.13,1774656245.0081644
860423,26.19,0.58,25.94,-0.129,1774656245.0191646
860434,26.19,0.58,25.95,-0.128,1774656245.0301642
860445,26.19,0.58,25.96,-0.127,1774656245.0411644
860456,26.19,0.58,25.97,-0.126,1774656245.052164
860467,26.19,0.58,25.98,-0.125,1774656245.063165
860478,26.19,0.58,25.99,-0.123,1774656245.0741642
860489,26.28,0.58,26.0,-0.14,1774656245.085163
860500,26.28,0.58,26.02,-0.131,1774656245.0957363
860511,26.28,0.58,26.03,-0.13,1774656245.1067362
860522,26.28,0.58,26.04,-0.129,1774656245.1187391
860533,26.28,0.58,26.05,-0.128,1774656245.128737
860544,26.28,0.58,26.06,-0.127,1774656245.14074
860555,26.28,0.58,26.07,-0.125,1774656245.1517384
860566,26.28,0.58,26.08,-0.124,1774656245.1627393
860577,26.28,0.58,26.09,-0.123,1774656245.173739
860588,26.28,0.58,26.1,-0.122,1774656245.1847384
860599,26.28,0.58,26.11,-0.121,1774656245.195741
860610,26.28,0.58,26.13,-0.12,1774656245.2067387
860621,26.28,0.58,26.14,-0.119,1774656245.2177389
860632,26.28,0.58,26.15,-0.118,1774656245.2287407
860643,26.28,0.58,26.16,-0.117,1774656245.239739
860654,26.28,0.58,26.17,-0.116,1774656245.2503364
860665,26.28,0.58,26.18,-0.115,1774656245.261336
860677,26.28,0.58,26.19,-0.114,1774656245.2723362
860688,26.37,0.58,26.2,-0.13,1774656245.2833366
860699,26.37,0.58,26.21,-0.121,1774656245.2943397
860710,26.37,0.58,26.22,-0.12,1774656245.3053358
860721,26.37,0.58,26.24,-0.119,1774656245.3163369
860732,26.37,0.58,26.25,-0.118,1774656245.3273375
860743,26.37,0.58,26.26,-0.116,1774656245.3383365
860754,26.37,0.58,26.27,-0.115,1774656245.3493366
860765,26.37,0.58,26.28,-0.114,1774656245.3613381
860776,26.37,0.58,26.29,-0.113,1774656245.3713372
860787,26.37,0.58,26.3,-0.112,1774656245.3823366
860798,26.37,0.58,26.31,-0.111,1774656245.3933382
860809,26.37,0.58,26.32,-0.11,1774656245.4043365
860820,26.37,0.58,26.33,-0.109,1774656245.4153361
860831,26.37,0.58,26.35,-0.108,1774656245.4273386
860842,26.37,0.58,26.36,-0.107,1774656245.437336
860853,26.37,0.58,26.37,-0.105,1774656245.4493392
860864,26.37,0.58,26.38,-0.104,1774656245.4594808
860875,26.45,0.58,26.39,-0.121,1774656245.4704797
860886,26.46,0.58,26.4,-0.111,1774656245.4814794
860897,26.46,0.58,26.41,-0.11,1774656245.492481
860908,26.46,0.58,26.42,-0.109,1774656245.5034797
860919,26.46,0.58,26.43,-0.108,1774656245.5144792
860930,26.46,0.58,26.45,-0.107,1774656245.52548
860941,26.46,0.58,26.46,-0.106,1774656245.5364797
860952,26.46,0.58,26.47,-0.105,1774656245.5474794
860963,26.46,0.58,26.48,-0.103,1774656245.558482
860974,26.46,0.58,26.49,-0.102,1774656245.5694816
860985,26.46,0.58,26.5,-0.101,1774656245.581482
860996,26.46,0.58,26.51,-0.1,1774656245.5924804
861007,26.46,0.58,26.52,-0.099,1774656245.6034827
861018,26.46,0.58,26.53,-0.098,1774656245.6144814
861029,26.46,0.58,26.54,-0.097,1774656245.625482
861040,26.52,0.58,26.56,-0.109,1774656245.636482
861051,26.54,0.58,26.57,-0.105,1774656245.647008
861062,26.54,0.58,26.58,-0.102,1774656245.6580083
861073,26.54,0.58,26.59,-0.101,1774656245.6690078
861084,26.54,0.58,26.6,-0.1,1774656245.6800086
861095,26.54,0.58,26.61,-0.099,1774656245.69101
861106,26.54,0.58,26.62,-0.098,1774656245.702008
861117,26.54,0.58,26.63,-0.097,1774656245.713008
861128,26.54,0.58,26.64,-0.095,1774656245.724008
861139,26.54,0.58,26.65,-0.094,1774656245.7350082
861150,26.54,0.58,26.67,-0.093,1774656245.7460084
861161,26.54,0.58,26.68,-0.092,1774656245.7570095
861172,26.54,0.58,26.69,-0.091,1774656245.7680085
861183,26.63,0.58,26.7,-0.107,1774656245.7790093
861194,26.63,0.58,26.71,-0.098,1774656245.7900085
861205,26.63,0.58,26.72,-0.096,1774656245.8010085
861216,26.63,0.58,26.73,-0.095,1774656245.8120084
861227,26.63,0.58,26.74,-0.094,1774656245.823009
861238,26.63,0.58,26.75,-0.093,1774656245.834142
861249,26.63,0.58,26.76,-0.092,1774656245.8451426
861261,26.63,0.58,26.78,-0.091,1774656245.8561428
861272,26.63,0.58,26.79,-0.089,1774656245.8677912
861283,26.63,0.58,26.8,-0.088,1774656245.878782
861294,26.63,0.58,26.81,-0.087,1774656245.8897839
861305,26.63,0.58,26.82,-0.086,1774656245.9007833
861316,26.63,0.58,26.83,-0.085,1774656245.9117832
861327,26.63,0.58,26.84,-0.083,1774656245.9227827
861338,26.63,0.58,26.85,-0.082,1774656245.9337842
861349,25.32,0.55,26.86,0.182,1774656245.9447844
861360,25.71,0.56,26.87,-0.02,1774656245.955783
861371,27.14,0.59,26.89,-0.266,1774656245.9667816
861382,25.93,0.56,26.9,0.065,1774656245.9777818
861393,25.68,0.56,26.91,0.049,1774656245.9887836
861404,25.99,0.56,26.92,-0.035,1774656245.9997826
861415,26.09,0.57,26.93,-0.024,1774656246.0107818
861426,26.46,0.57,26.94,-0.088,1774656246.0217805
861437,26.46,0.57,26.95,-0.051,1774656246.0327802
861448,26.28,0.57,26.96,-0.015,1774656246.044374
861459,26.43,0.57,26.97,-0.06,1774656246.0547743
861470,26.51,0.58,26.99,-0.06,1774656246.065747
861481,26.37,0.57,27.0,-0.023,1774656246.076747
861492,26.37,0.57,27.01,-0.035,1774656246.087747
861503,26.45,0.57,27.02,-0.051,1774656246.0993264
861514,26.46,0.57,27.03,-0.042,1774656246.1103256
861525,26.46,0.57,27.04,-0.04,1774656246.1213253
861536,26.46,0.57,27.05,-0.039,1774656246.1323268
861547,26.46,0.57,27.06,-0.037,1774656246.1433253
861558,26.46,0.57,27.07,-0.036,1774656246.1543252
861569,26.46,0.57,27.08,-0.035,1774656246.165326
861580,26.46,0.57,27.1,-0.033,1774656246.1763248
861591,26.46,0.57,27.11,-0.032,1774656246.187325
861602,26.46,0.57,27.12,-0.031,1774656246.1983252
861613,26.46,0.57,27.13,-0.029,1774656246.2096097
861624,26.46,0.57,27.14,-0.028,1774656246.219712
861635,26.46,0.57,27.15,-0.026,1774656246.2307115
861646,26.46,0.57,27.16,-0.025,1774656246.241712
861657,26.46,0.57,27.17,-0.024,1774656246.2527122
861668,26.46,0.57,27.18,-0.022,1774656246.2637112
861679,26.46,0.57,27.19,-0.021,1774656246.2747116
861690,26.46,0.57,27.21,-0.019,1774656246.286714
861701,26.46,0.57,27.22,-0.018,1774656246.2977142
861712,26.46,0.57,27.23,-0.016,1774656246.3087127
861723,26.46,0.57,27.24,-0.015,1774656246.3197148
861734,26.46,0.57,27.25,-0.014,1774656246.3307133
861745,26.46,0.57,27.26,-0.012,1774656246.341294
861756,26.46,0.57,27.27,-0.011,1774656246.3522935
861767,26.46,0.57,27.28,-0.009,1774656246.3632934
861778,26.46,0.57,27.29,-0.008,1774656246.374294
861789,26.46,0.57,27.3,-0.006,1774656246.3852932
861800,26.46,0.57,27.32,-0.005,1774656246.3962936
861811,26.46,0.57,27.33,-0.003,1774656246.4072936
861822,26.46,0.57,27.34,-0.002,1774656246.418294
861833,26.52,0.57,27.35,-0.014,1774656246.429294
861845,26.54,0.57,27.36,-0.01,1774656246.440295
861856,26.54,0.57,27.37,-0.007,1774656246.4512935
861867,26.54,0.57,27.38,-0.005,1774656246.4620671
861878,26.54,0.57,27.39,-0.004,1774656246.4736845
861889,26.54,0.57,27.4,-0.003,1774656246.4846854
861900,26.54,0.57,27.41,-0.001,1774656246.495684
861911,26.54,0.57,27.43,0.0,1774656246.5066836
861922,26.54,0.57,27.44,0.002,1774656246.517683
861933,26.54,0.57,27.45,0.003,1774656246.528683
861944,26.54,0.57,27.46,0.005,1774656246.5396824
861955,26.54,0.57,27.47,0.006,1774656246.5506816
861966,26.63,0.57,27.48,-0.009,1774656246.5616832
861977,26.63,0.57,27.49,-0.0,1774656246.5726824
861988,26.63,0.57,27.5,0.001,1774656246.5836823
861999,26.63,0.57,27.51,0.003,1774656246.5942726
862010,26.63,0.57,27.53,0.004,1774656246.6052725
862021,26.63,0.57,27.54,0.006,1774656246.6172748
862032,26.63,0.57,27.55,0.007,1774656246.6282747
862043,26.63,0.57,27.56,0.009,1774656246.639275
862054,26.63,0.57,27.57,0.01,1774656246.6502755
862065,26.63,0.57,27.58,0.012,1774656246.6612744
862076,26.63,0.57,27.59,0.013,1774656246.672274
862087,26.63,0.57,27.6,0.015,1774656246.6832738
862098,25.79,0.55,27.61,0.185,1774656246.6942742
862109,26.61,0.57,27.62,-0.058,1774656246.7052748
862120,27.21,0.58,27.64,-0.098,1774656246.7162747
862131,26.08,0.56,27.65,0.187,1774656246.727273
862142,26.37,0.56,27.66,0.022,1774656246.7382758
862153,27.2,0.58,27.67,-0.115,1774656246.749277
862164,26.08,0.56,27.68,0.19,1774656246.7602727
862175,26.4,0.56,27.69,0.02,1774656246.7712746
862186,27.24,0.58,27.7,-0.115,1774656246.7822762
862197,26.05,0.55,27.71,0.205,1774656246.7932746
862208,26.6,0.57,27.72,-0.016,1774656246.8042765
862219,27.37,0.59,27.73,-0.118,1774656246.8152745
862230,25.82,0.55,27.75,0.213,1774656246.8262732
862241,26.6,0.57,27.76,-0.035,1774656246.8372743
862252,27.37,0.59,27.77,-0.112,1774656246.848274
862263,25.75,0.55,27.78,0.218,1774656246.859276
862274,26.7,0.57,27.79,-0.055,1774656246.8702724
862285,27.42,0.59,27.8,-0.109,1774656246.881273
862296,26.19,0.56,27.81,0.206,1774656246.8922727
862307,26.69,0.57,27.82,-0.008,1774656246.903272
862318,27.68,0.6,27.83,-0.158,1774656246.9142718
862329,26.32,0.56,27.84,0.173,1774656246.9252725
862340,26.07,0.56,27.86,0.133,1774656246.9362717
862351,27.41,0.59,27.87,-0.157,1774656246.9472723
862362,27.28,0.59,27.88,-0.004,1774656246.958275
862373,26.29,0.56,27.89,0.185,1774656246.9692726
862384,27.07,0.58,27.9,-0.064,1774656246.9802725
862395,27.38,0.59,27.91,-0.051,1774656246.9912717
862406,26.23,0.55,27.92,0.211,1774656247.0022714
862418,27.13,0.57,27.93,-0.077,1774656247.0132725
862429,27.4,0.58,27.94,-0.044,1774656247.0242717
862440,26.22,0.55,27.95,0.219,1774656247.0352716
862451,27.27,0.58,27.97,-0.101,1774656247.0462718
862462,27.35,0.58,27.98,-0.016,1774656247.0572717
862473,26.17,0.55,27.99,0.228,1774656247.0682738
862484,27.37,0.58,28.0,-0.102,1774656247.0792725
862495,27.58,0.58,28.01,-0.048,1774656247.0902724
862506,26.15,0.55,28.02,0.259,1774656247.1012716
862517,27.19,0.57,28.03,-0.071,1774656247.1122713
862528,27.47,0.58,28.04,-0.039,1774656247.1232727
862539,27.13,0.57,28.05,0.057,1774656247.1342714
862550,27.03,0.57,28.06,0.046,1774656247.1452723
862561,27.94,0.59,28.08,-0.143,1774656247.1562724
862572,26.5,0.56,28.09,0.188,1774656247.1672719
862583,26.75,0.56,28.1,0.047,1774656247.1782725
862594,28.01,0.59,28.11,-0.179,1774656247.1892743
862605,26.58,0.56,28.12,0.152,1774656247.2012749
862616,26.05,0.54,28.13,0.2,1774656247.2112722
862627,27.37,0.58,28.14,-0.114,1774656247.2232747
862638,27.06,0.57,28.15,0.074,1774656247.2342749
862649,27.43,0.58,28.16,-0.028,1774656247.2452745
862660,27.94,0.59,28.18,-0.092,1774656247.2562752
862671,26.98,0.56,28.19,0.148,1774656247.2665172
862682,27.61,0.58,28.2,-0.066,1774656247.2775197
862693,27.18,0.57,28.21,0.081,1774656247.2885172
862704,27.32,0.57,28.22,0.013,1774656247.2995183
862715,26.77,0.56,28.23,0.138,1774656247.3105192
862726,27.13,0.57,28.24,0.017,1774656247.3225203
862737,27.32,0.57,28.25,0.013,1774656247.333521
862748,27.78,0.58,28.26,-0.059,1774656247.3440769
862759,27.53,0.58,28.27,0.036,1774656247.3550766
862770,27.41,0.57,28.29,0.038,1774656247.3660765
862781,27.86,0.59,28.3,-0.061,1774656247.3770776
862792,27.31,0.57,28.31,0.091,1774656247.3880763
862803,27.45,0.58,28.32,0.014,1774656247.3990767
862814,26.99,0.56,28.33,0.12,1774656247.4100773
862825,27.11,0.57,28.34,0.054,1774656247.421315
862836,27.33,0.57,28.35,0.023,1774656247.4320762
862847,27.6,0.58,28.36,-0.008,1774656247.4430773
862858,27.92,0.59,28.37,-0.046,1774656247.4542367
862869,27.57,0.58,28.38,0.056,1774656247.4652128
862880,27.57,0.58,28.4,0.024,1774656247.4762144
862891,28.03,0.59,28.41,-0.067,1774656247.4872332
862902,27.23,0.57,28.42,0.14,1774656247.4982333
862913,27.24,0.57,28.43,0.062,1774656247.5091414
862924,27.93,0.59,28.44,-0.073,1774656247.5201366
862935,27.41,0.57,28.45,0.097,1774656247.5311368
862946,27.18,0.57,28.46,0.097,1774656247.5421376
862957,27.52,0.58,28.47,0.007,1774656247.5531383
862968,27.13,0.57,28.48,0.12,1774656247.5641365
862979,27.16,0.57,28.49,0.077,1774656247.5751376
862990,27.68,0.58,28.51,-0.021,1774656247.5861363
863002,27.56,0.58,28.52,0.053,1774656247.5971365
863013,27.6,0.58,28.53,0.035,1774656247.6081374
863024,26.75,0.56,28.54,0.211,1774656247.619139
863035,27.68,0.58,28.55,-0.054,1774656247.6301365
863046,27.63,0.58,28.56,0.046,1774656247.641137
863057,27.67,0.58,28.57,0.034,1774656247.6521368
863068,27.17,0.57,28.58,0.139,1774656247.6639688
863079,27.34,0.57,28.59,0.06,1774656247.674968
863090,27.91,0.58,28.6,-0.036,1774656247.6859689
863101,27.52,0.57,28.62,0.096,1774656247.6969688
863112,27.35,0.57,28.63,0.097,1774656247.7079797
863123,27.72,0.58,28.64,0.007,1774656247.7189803
863134,27.25,0.57,28.65,0.138,1774656247.72998
863145,27.23,0.57,28.66,0.099,1774656247.7409804
863156,26.83,0.56,28.67,0.178,1774656247.751981
863167,26.97,0.56,28.68,0.116,1774656247.7629795
863178,27.41,0.57,28.69,0.041,1774656247.77398
863189,27.61,0.57,28.7,0.045,1774656247.7849793
863200,27.6,0.57,28.72,0.067,1774656247.7954895
863211,27.6,0.57,28.73,0.068,1774656247.8064888
863222,27.6,0.57,28.74,0.07,1774656247.817489
863233,27.6,0.57,28.75,0.071,1774656247.8284898
863244,27.6,0.57,28.76,0.073,1774656247.8400578
863255,27.6,0.57,28.77,0.074,1774656247.8510559
863266,27.6,0.57,28.78,0.076,1774656247.862055
863277,27.6,0.57,28.79,0.078,1774656247.8734727
863288,27.6,0.57,28.8,0.079,1774656247.8842676
863299,27.6,0.57,28.81,0.081,1774656247.8953347
863310,27.6,0.57,28.83,0.082,1774656247.9055872
863321,27.6,0.57,28.84,0.084,1774656247.9165874
863332,27.63,0.57,28.85,0.079,1774656247.92859
863343,27.69,0.57,28.86,0.073,1774656247.938587
863354,27.69,0.57,28.87,0.08,1774656247.9501088
863365,27.69,0.57,28.88,0.081,1774656247.961109
863376,27.69,0.57,28.89,0.083,1774656247.9721074
863387,27.69,0.57,28.9,0.084,1774656247.9831088
863398,27.69,0.57,28.91,0.086,1774656247.994108
863409,27.69,0.57,28.92,0.088,1774656248.0051079
863420,27.69,0.57,28.94,0.089,1774656248.0161083
863431,27.69,0.57,28.95,0.091,1774656248.0271096
863442,27.69,0.57,28.96,0.092,1774656248.038108
863453,27.72,0.57,28.97,0.087,1774656248.0496502
863464,27.77,0.57,28.98,0.081,1774656248.0605385
863475,27.77,0.57,28.99,0.088,1774656248.071526
863486,27.77,0.57,29.0,0.09,1774656248.0825264
863497,27.77,0.57,29.01,0.091,1774656248.0935261
863508,27.77,0.57,29.02,0.093,1774656248.1045265
863519,27.77,0.57,29.03,0.094,1774656248.1155264
863530,27.77,0.57,29.05,0.096,1774656248.1265244
863541,27.77,0.57,29.06,0.098,1774656248.1375256
863552,27.77,0.57,29.07,0.099,1774656248.1485252
863564,27.77,0.57,29.08,0.101,1774656248.159081
863575,27.83,0.57,29.09,0.091,1774656248.170082
863586,27.86,0.58,29.1,0.092,1774656248.1810806
863597,27.86,0.58,29.11,0.096,1774656248.1920812
863608,27.86,0.57,29.12,0.098,1774656248.2030807
863619,27.86,0.57,29.13,0.1,1774656248.2140813
863630,27.86,0.57,29.14,0.101,1774656248.2258155
863641,27.86,0.57,29.16,0.103,1774656248.2368145
863652,27.86,0.57,29.17,0.105,1774656248.2478125
863663,27.86,0.57,29.18,0.106,1774656248.2584176
863674,27.86,0.57,29.19,0.108,1774656248.2694008
863685,27.86,0.57,29.2,0.109,1774656248.2804012
863696,27.93,0.58,29.21,0.097,1774656248.2919831
863707,27.95,0.58,29.22,0.102,1774656248.3029845
863718,27.95,0.58,29.23,0.105,1774656248.313985
863729,27.95,0.58,29.24,0.107,1774656248.3249836
863740,27.95,0.58,29.26,0.108,1774656248.3359847
863751,27.95,0.58,29.27,0.11,1774656248.3469846
863762,27.95,0.57,29.28,0.112,1774656248.357987
863773,27.95,0.57,29.29,0.113,1774656248.3689852
863784,27.95,0.57,29.3,0.115,1774656248.3799846
863795,28.04,0.58,29.31,0.099,1774656248.3909857
863806,28.04,0.58,29.32,0.109,1774656248.4015346
863817,28.04,0.58,29.33,0.11,1774656248.412535
863828,28.04,0.58,29.34,0.112,1774656248.4235353
863839,28.04,0.58,29.35,0.114,1774656248.4345355
863850,28.04,0.58,29.37,0.115,1774656248.445536
863861,28.04,0.58,29.38,0.117,1774656248.4566755
863872,28.04,0.58,29.39,0.119,1774656248.468313
863883,28.04,0.58,29.4,0.12,1774656248.4793124
863894,28.04,0.58,29.41,0.122,1774656248.490312
863905,26.89,0.55,29.42,0.353,1774656248.5013127
863916,27.63,0.57,29.43,0.098,1774656248.5123127
863927,29.03,0.6,29.44,-0.11,1774656248.523312
863938,28.44,0.58,29.45,0.143,1774656248.5343122
863949,28.88,0.59,29.46,0.0,1774656248.5448942
863960,28.91,0.59,29.48,0.037,1774656248.5558932
863971,28.4,0.58,29.49,0.143,1774656248.5668936
863982,29.11,0.6,29.5,-0.045,1774656248.5778944
863993,28.89,0.59,29.51,0.068,1774656248.5888941
864004,28.17,0.58,29.52,0.192,1774656248.599894
864015,28.89,0.59,29.53,-0.019,1774656248.6108954
864026,29.35,0.6,29.54,-0.043,1774656248.621894
864037,28.77,0.59,29.55,0.119,1774656248.632894
864048,28.75,0.59,29.56,0.07,1774656248.6438944
864059,29.25,0.6,29.57,-0.03,1774656248.6548934
864070,28.74,0.59,29.59,0.12,1774656248.6658936
864081,28.53,0.58,29.6,0.115,1774656248.676894
864092,29.56,0.61,29.61,-0.11,1774656248.687894
864103,28.94,0.59,29.62,0.113,1774656248.699897
864114,28.7,0.59,29.63,0.104,1774656248.7108955
864126,29.08,0.6,29.64,0.006,1774656248.721896
