esp_ms,pos_deg,vel_deg_s,target_deg,vq,os_time
54869,22.32,0.03,21.71,-0.276,1774656507.1155872
54880,22.32,0.03,21.72,-0.275,1774656507.1265874
54891,22.32,0.03,21.73,-0.274,1774656507.138109
54902,22.41,0.03,21.74,-0.29,1774656507.1491096
54913,22.41,0.03,21.75,-0.281,1774656507.1601086
54924,22.41,0.03,21.76,-0.28,1774656507.171367
54935,22.41,0.03,21.77,-0.279,1774656507.182364
54946,22.41,0.03,21.79,-0.278,1774656507.1933627
54957,22.41,0.03,21.8,-0.278,1774656507.2043617
54968,22.41,0.03,21.81,-0.277,1774656507.215362
54979,22.41,0.03,21.82,-0.276,1774656507.2263613
54990,22.41,0.03,21.83,-0.275,1774656507.2373612
55001,22.41,0.03,21.84,-0.274,1774656507.2483604
55012,22.41,0.03,21.85,-0.273,1774656507.2593627
55023,22.41,0.03,21.86,-0.272,1774656507.270361
55034,22.41,0.03,21.87,-0.271,1774656507.2813604
55045,22.41,0.03,21.89,-0.27,1774656507.2923634
55056,22.41,0.03,21.9,-0.269,1774656507.3033617
55067,22.41,0.03,21.91,-0.268,1774656507.3143618
55078,22.41,0.03,21.92,-0.267,1774656507.325362
55089,22.41,0.03,21.93,-0.266,1774656507.3363628
55100,21.57,0.01,21.94,-0.097,1774656507.3473616
55111,21.77,0.01,21.95,-0.216,1774656507.358363
55122,21.87,0.02,21.96,-0.216,1774656507.3693619
55133,22.32,0.03,21.97,-0.294,1774656507.3803606
55144,22.32,0.03,21.98,-0.251,1774656507.3913605
55155,21.98,0.02,22.0,-0.181,1774656507.4023614
55166,21.38,0.0,22.01,-0.092,1774656507.4133625
55177,21.84,0.02,22.02,-0.242,1774656507.4243608
55189,21.49,0.01,22.03,-0.126,1774656507.435363
55200,21.62,0.01,22.04,-0.183,1774656507.446362
55211,22.02,0.02,22.05,-0.25,1774656507.4573598
55222,21.97,0.02,22.06,-0.202,1774656507.4683616
55233,21.47,0.01,22.07,-0.104,1774656507.4793594
55244,21.9,0.02,22.08,-0.236,1774656507.4903607
55255,21.47,0.01,22.09,-0.109,1774656507.5013604
55266,21.73,0.01,22.11,-0.2,1774656507.5123608
55277,22.06,0.02,22.12,-0.239,1774656507.5233612
55288,21.12,-0.0,22.13,-0.019,1774656507.5343611
55299,22.62,0.03,22.14,-0.35,1774656507.545361
55310,21.89,0.02,22.15,-0.119,1774656507.5563602
55321,21.52,0.01,22.16,-0.111,1774656507.5673604
55332,23.13,0.05,22.17,-0.442,1774656507.5783608
55343,21.91,0.02,22.18,-0.112,1774656507.5893612
55354,21.79,0.01,22.19,-0.16,1774656507.6003602
55365,23.15,0.05,22.2,-0.443,1774656507.6113605
55376,21.76,0.01,22.22,-0.112,1774656507.6224809
55387,21.77,0.01,22.23,-0.168,1774656507.6334813
55398,23.15,0.05,22.24,-0.441,1774656507.6444812
55409,21.73,0.01,22.25,-0.111,1774656507.655481
55420,21.79,0.01,22.26,-0.171,1774656507.666482
55431,23.15,0.05,22.27,-0.436,1774656507.677481
55442,21.73,0.01,22.28,-0.106,1774656507.6884816
55453,21.93,0.02,22.29,-0.197,1774656507.7000046
55464,23.07,0.04,22.3,-0.404,1774656507.7110047
55475,21.85,0.01,22.31,-0.073,1774656507.7220037
55486,21.69,0.01,22.33,-0.134,1774656507.733005
55497,22.63,0.03,22.34,-0.335,1774656507.744004
55508,22.01,0.02,22.35,-0.12,1774656507.7550035
55519,21.45,0.0,22.36,-0.067,1774656507.7660017
55530,23.65,0.06,22.37,-0.398,1774656507.7770045
55541,21.98,0.02,22.38,-0.068,1774656507.7880046
55552,21.57,0.01,22.39,-0.088,1774656507.7990007
55563,22.84,0.04,22.4,-0.382,1774656507.810001
55574,22.12,0.02,22.41,-0.115,1774656507.8210018
55585,22.06,0.02,22.43,-0.171,1774656507.8320024
55596,23.0,0.04,22.44,-0.362,1774656507.8430011
55607,21.71,0.01,22.45,-0.031,1774656507.8540034
55618,21.94,0.02,22.46,-0.183,1774656507.8650012
55629,23.17,0.04,22.47,-0.404,1774656507.8760004
55640,21.99,0.02,22.48,-0.074,1774656507.8870018
55651,21.72,0.01,22.49,-0.108,1774656507.8980021
55662,22.88,0.04,22.5,-0.364,1774656507.909002
55673,22.12,0.02,22.51,-0.101,1774656507.9200025
55684,21.71,0.01,22.52,-0.091,1774656507.9310014
55695,22.89,0.04,22.54,-0.363,1774656507.9426181
55706,21.86,0.01,22.55,-0.045,1774656507.953617
55717,21.8,0.01,22.56,-0.127,1774656507.9646173
55728,22.78,0.04,22.57,-0.33,1774656507.9756157
55739,21.83,0.01,22.58,-0.045,1774656507.986616
55750,21.91,0.02,22.59,-0.149,1774656507.9978158
55761,22.57,0.03,22.6,-0.273,1774656508.0088153
55773,21.55,0.01,22.61,-0.004,1774656508.0194016
55784,22.65,0.03,22.62,-0.321,1774656508.030401
55795,22.67,0.03,22.63,-0.218,1774656508.0414004
55806,21.68,0.01,22.65,-0.017,1774656508.052402
55817,23.32,0.05,22.66,-0.348,1774656508.0633998
55828,22.41,0.03,22.67,-0.098,1774656508.0743995
55839,21.7,0.01,22.68,-0.042,1774656508.0853999
55850,22.93,0.04,22.69,-0.356,1774656508.0963986
55861,21.87,0.01,22.7,-0.025,1774656508.1073985
55872,21.83,0.01,22.71,-0.115,1774656508.1184
55883,23.01,0.04,22.72,-0.354,1774656508.1293993
55894,22.1,0.02,22.73,-0.06,1774656508.1403987
55905,21.8,0.01,22.74,-0.083,1774656508.1514
55916,22.94,0.04,22.76,-0.338,1774656508.1623986
55927,22.16,0.02,22.77,-0.074,1774656508.1734
55938,21.72,0.01,22.78,-0.058,1774656508.1854
55949,22.96,0.04,22.79,-0.347,1774656508.1955893
55960,21.73,0.01,22.8,-0.016,1774656508.2065878
55971,21.77,0.01,22.81,-0.105,1774656508.217587
55982,23.18,0.04,22.82,-0.382,1774656508.2295866
55993,22.02,0.02,22.83,-0.051,1774656508.2395873
56004,21.63,0.01,22.84,-0.046,1774656508.250586
56015,23.47,0.05,22.85,-0.376,1774656508.2625878
56026,21.94,0.01,22.87,-0.045,1774656508.2735884
56037,21.82,0.01,22.88,-0.086,1774656508.2845886
56048,23.06,0.05,22.89,-0.346,1774656508.294585
56059,21.72,0.02,22.9,-0.015,1774656508.3065875
56070,21.86,0.02,22.91,-0.112,1774656508.3175883
56081,23.19,0.05,22.92,-0.363,1774656508.3285875
56092,21.86,0.02,22.93,-0.032,1774656508.339587
56103,21.95,0.02,22.94,-0.113,1774656508.350587
56114,23.18,0.05,22.95,-0.348,1774656508.361587
56125,22.01,0.02,22.97,-0.017,1774656508.3725877
56136,21.95,0.02,22.98,-0.096,1774656508.3835874
56147,23.43,0.06,22.99,-0.395,1774656508.3945856
56158,22.14,0.03,23.0,-0.064,1774656508.4055865
56169,21.69,0.02,23.01,-0.026,1774656508.4165883
56180,23.57,0.06,23.02,-0.357,1774656508.4275877
56191,22.4,0.03,23.03,-0.029,1774656508.4385889
56202,21.76,0.02,23.04,-0.011,1774656508.4493256
56213,22.88,0.04,23.05,-0.295,1774656508.460325
56224,23.01,0.05,23.06,-0.213,1774656508.4713268
56235,21.97,0.02,23.08,0.008,1774656508.4823263
56246,23.08,0.05,23.09,-0.311,1774656508.4933257
56257,23.14,0.05,23.1,-0.217,1774656508.504325
56268,21.97,0.02,23.11,0.024,1774656508.5153246
56279,22.9,0.04,23.12,-0.271,1774656508.5263238
56290,23.1,0.05,23.13,-0.222,1774656508.537326
56301,22.18,0.03,23.14,-0.017,1774656508.5478473
56312,22.82,0.04,23.15,-0.232,1774656508.5595648
56323,23.24,0.05,23.16,-0.252,1774656508.570566
56334,21.24,0.0,23.17,0.079,1774656508.581565
56346,22.95,0.04,23.19,-0.251,1774656508.592566
56357,23.1,0.05,23.2,-0.21,1774656508.6035647
56368,21.54,0.01,23.21,0.12,1774656508.614563
56379,23.3,0.05,23.22,-0.21,1774656508.625508
56390,23.23,0.05,23.23,-0.196,1774656508.636795
56401,22.6,0.04,23.24,-0.077,1774656508.6477942
56412,22.98,0.04,23.25,-0.211,1774656508.6587958
56423,23.2,0.05,23.26,-0.217,1774656508.6697989
56434,22.26,0.03,23.27,-0.007,1774656508.6807952
56445,22.93,0.04,23.28,-0.229,1774656508.6917958
56456,23.15,0.05,23.3,-0.209,1774656508.7027962
56467,21.93,0.02,23.31,0.059,1774656508.713844
56478,23.22,0.05,23.32,-0.271,1774656508.7243905
56489,23.0,0.05,23.33,-0.146,1774656508.7353868
56500,21.84,0.02,23.34,0.066,1774656508.7463868
56511,22.94,0.04,23.35,-0.262,1774656508.7573864
56522,23.22,0.05,23.36,-0.213,1774656508.7685978
56533,21.48,0.01,23.37,0.118,1774656508.7797139
56544,22.89,0.04,23.38,-0.212,1774656508.7904174
56555,23.19,0.05,23.39,-0.208,1774656508.8024185
56566,22.64,0.04,23.41,-0.067,1774656508.8124158
56577,22.92,0.04,23.42,-0.174,1774656508.8240051
56588,23.08,0.05,23.43,-0.178,1774656508.8350036
56599,22.71,0.04,23.44,-0.089,1774656508.846003
56610,23.43,0.06,23.45,-0.265,1774656508.857004
56621,22.86,0.04,23.46,-0.083,1774656508.8680053
56632,22.6,0.04,23.47,-0.082,1774656508.8790052
56643,22.85,0.04,23.48,-0.155,1774656508.890004
56654,23.36,0.06,23.49,-0.234,1774656508.9010046
56665,22.58,0.04,23.51,-0.026,1774656508.9120047
56676,23.04,0.05,23.52,-0.192,1774656508.923003
56687,23.13,0.05,23.53,-0.165,1774656508.9340043
56698,22.61,0.04,23.54,-0.05,1774656508.9450028
56709,22.92,0.04,23.55,-0.16,1774656508.9560034
56720,23.37,0.06,23.56,-0.22,1774656508.967003
56731,22.5,0.04,23.57,-0.003,1774656508.9780526
56742,22.92,0.05,23.58,-0.168,1774656508.9896314
56753,23.15,0.05,23.59,-0.171,1774656508.9996283
56764,22.81,0.04,23.6,-0.082,1774656509.0106285
56775,23.53,0.06,23.62,-0.256,1774656509.0216272
56786,22.93,0.05,23.63,-0.067,1774656509.0336306
56797,22.77,0.04,23.64,-0.089,1774656509.0446296
56808,22.94,0.05,23.65,-0.137,1774656509.0556295
56819,23.48,0.06,23.66,-0.227,1774656509.066628
56830,22.86,0.04,23.67,-0.052,1774656509.077627
56841,23.44,0.06,23.68,-0.224,1774656509.0886278
56852,23.18,0.05,23.69,-0.117,1774656509.099628
56863,22.55,0.04,23.7,-0.013,1774656509.1106284
56874,23.1,0.05,23.71,-0.181,1774656509.1216302
56885,23.19,0.05,23.73,-0.147,1774656509.1326303
56896,22.77,0.04,23.74,-0.053,1774656509.1436288
56907,23.03,0.05,23.75,-0.143,1774656509.1546295
56918,23.1,0.05,23.76,-0.132,1774656509.1656284
56930,23.29,0.05,23.77,-0.161,1774656509.1768892
56941,23.29,0.05,23.78,-0.141,1774656509.1878884
56952,23.29,0.05,23.79,-0.14,1774656509.1988893
56963,23.29,0.05,23.8,-0.139,1774656509.2108877
56974,23.29,0.05,23.81,-0.138,1774656509.2208886
56985,23.29,0.05,23.82,-0.136,1774656509.231952
56996,23.29,0.05,23.84,-0.135,1774656509.2429535
57007,23.29,0.05,23.85,-0.134,1774656509.25395
57018,23.29,0.05,23.86,-0.132,1774656509.2649498
57029,23.29,0.05,23.87,-0.131,1774656509.2759497
57040,23.29,0.05,23.88,-0.129,1774656509.2869523
57051,23.29,0.05,23.89,-0.128,1774656509.2979512
57062,23.29,0.05,23.9,-0.127,1774656509.3089514
57073,23.29,0.05,23.91,-0.125,1774656509.3199513
57084,23.29,0.05,23.92,-0.124,1774656509.330951
57095,23.29,0.05,23.93,-0.123,1774656509.3419518
57106,23.29,0.05,23.95,-0.121,1774656509.3529508
57117,23.29,0.05,23.96,-0.12,1774656509.3639505
57128,23.29,0.05,23.97,-0.118,1774656509.374951
57139,23.38,0.05,23.98,-0.134,1774656509.3859534
57150,23.38,0.05,23.99,-0.125,1774656509.396951
57161,23.38,0.05,24.0,-0.123,1774656509.407951
57172,23.38,0.05,24.01,-0.122,1774656509.4189517
57183,23.38,0.05,24.02,-0.121,1774656509.429951
57194,23.38,0.05,24.03,-0.119,1774656509.4409509
57205,23.38,0.05,24.05,-0.118,1774656509.4521081
57216,23.38,0.05,24.06,-0.117,1774656509.4631085
57227,23.38,0.05,24.07,-0.115,1774656509.4741077
57238,23.38,0.05,24.08,-0.114,1774656509.485107
57249,23.38,0.05,24.09,-0.112,1774656509.4961078
57260,23.38,0.05,24.1,-0.111,1774656509.5071075
57271,23.38,0.05,24.11,-0.11,1774656509.518107
57282,23.47,0.06,24.12,-0.126,1774656509.5291085
57293,23.47,0.06,24.13,-0.116,1774656509.540107
57304,23.47,0.06,24.14,-0.115,1774656509.5511072
57315,23.47,0.06,24.16,-0.113,1774656509.5621066
57326,23.47,0.06,24.17,-0.112,1774656509.5731068
57337,23.47,0.06,24.18,-0.11,1774656509.584106
57348,23.47,0.06,24.19,-0.109,1774656509.595107
57359,23.47,0.06,24.2,-0.108,1774656509.606106
57370,23.47,0.06,24.21,-0.106,1774656509.6171055
57381,23.47,0.06,24.22,-0.105,1774656509.6286507
57392,23.47,0.06,24.23,-0.103,1774656509.6397665
57403,23.47,0.06,24.24,-0.102,1774656509.6507647
57414,23.47,0.06,24.25,-0.1,1774656509.6617668
57425,23.47,0.06,24.27,-0.099,1774656509.6727664
57436,23.47,0.06,24.28,-0.097,1774656509.6837683
57447,23.47,0.06,24.29,-0.096,1774656509.6943724
57458,23.54,0.06,24.3,-0.108,1774656509.7053707
57469,23.55,0.06,24.31,-0.104,1774656509.71637
57481,23.55,0.06,24.32,-0.101,1774656509.7275145
57492,23.55,0.06,24.33,-0.1,1774656509.7385159
57503,23.55,0.06,24.34,-0.098,1774656509.7495143
57514,23.55,0.06,24.35,-0.097,1774656509.7605162
57525,23.55,0.06,24.36,-0.095,1774656509.7715147
57536,23.55,0.06,24.38,-0.094,1774656509.7825134
57547,23.55,0.06,24.39,-0.092,1774656509.7935143
57558,23.55,0.06,24.4,-0.091,1774656509.8045115
57569,23.55,0.06,24.41,-0.089,1774656509.8155124
57580,23.55,0.06,24.42,-0.088,1774656509.8265126
57591,23.59,0.06,24.43,-0.093,1774656509.8375137
57602,23.64,0.06,24.44,-0.099,1774656509.8485117
57613,23.64,0.06,24.45,-0.093,1774656509.8595147
57624,23.64,0.06,24.46,-0.091,1774656509.8705125
57635,23.64,0.06,24.47,-0.09,1774656509.881513
57646,23.64,0.06,24.49,-0.088,1774656509.8925138
57657,23.64,0.06,24.5,-0.087,1774656509.9035132
57668,23.64,0.06,24.51,-0.085,1774656509.9145122
57679,23.64,0.06,24.52,-0.084,1774656509.9255126
57690,23.64,0.06,24.53,-0.083,1774656509.936513
57701,23.64,0.06,24.54,-0.081,1774656509.9475136
57712,23.64,0.06,24.55,-0.08,1774656509.958514
57723,23.64,0.06,24.56,-0.078,1774656509.9695127
57734,23.64,0.06,24.57,-0.077,1774656509.9805148
57745,23.64,0.06,24.59,-0.075,1774656509.992513
57756,23.64,0.06,24.6,-0.074,1774656510.0035157
57767,23.73,0.06,24.61,-0.089,1774656510.0135126
57778,23.73,0.06,24.62,-0.08,1774656510.0255141
57789,23.73,0.06,24.63,-0.078,1774656510.0365133
57800,23.73,0.06,24.64,-0.077,1774656510.047514
57811,23.73,0.06,24.65,-0.075,1774656510.058513
57822,23.73,0.06,24.66,-0.074,1774656510.0695136
57833,23.73,0.06,24.67,-0.072,1774656510.0805147
57844,23.73,0.06,24.68,-0.071,1774656510.0915127
57855,23.73,0.06,24.7,-0.069,1774656510.1025133
57866,23.73,0.06,24.71,-0.068,1774656510.113514
57877,23.73,0.06,24.72,-0.066,1774656510.1245139
57888,23.73,0.06,24.73,-0.065,1774656510.135514
57899,23.73,0.06,24.74,-0.063,1774656510.146513
57910,23.81,0.06,24.75,-0.077,1774656510.1575131
57921,23.82,0.06,24.76,-0.071,1774656510.168148
57932,23.82,0.06,24.77,-0.068,1774656510.1791477
57943,23.82,0.06,24.78,-0.067,1774656510.190148
57954,23.82,0.06,24.79,-0.065,1774656510.2011483
57965,23.82,0.06,24.81,-0.064,1774656510.2121477
57976,23.82,0.06,24.82,-0.062,1774656510.2236774
57987,23.82,0.06,24.83,-0.06,1774656510.2346635
57998,23.82,0.06,24.84,-0.059,1774656510.2456636
58009,23.82,0.06,24.85,-0.057,1774656510.2566643
58020,23.82,0.06,24.86,-0.056,1774656510.267664
58031,23.82,0.06,24.87,-0.054,1774656510.2786636
58042,23.82,0.06,24.88,-0.053,1774656510.2896636
58054,22.5,0.03,24.89,0.212,1774656510.3006654
58065,23.39,0.05,24.9,-0.087,1774656510.3116643
58076,24.67,0.08,24.92,-0.258,1774656510.3236642
58087,23.1,0.05,24.93,0.073,1774656510.333666
58098,23.14,0.05,24.94,0.022,1774656510.3446627
58109,23.06,0.05,24.95,0.045,1774656510.355663
58120,23.92,0.07,24.96,-0.133,1774656510.366664
58131,23.39,0.05,24.97,0.055,1774656510.3776634
58142,23.02,0.04,24.98,0.081,1774656510.3886638
58153,24.67,0.08,24.99,-0.25,1774656510.3996627
58164,24.1,0.07,25.0,-0.009,1774656510.4106634
58175,23.04,0.05,25.01,0.149,1774656510.4216638
58186,24.25,0.07,25.03,-0.181,1774656510.4326627
58197,24.94,0.09,25.04,-0.213,1774656510.4441836
58208,23.41,0.05,25.05,0.118,1774656510.454181
58219,23.19,0.05,25.06,0.059,1774656510.4661832
58230,24.51,0.08,25.07,-0.224,1774656510.4771826
58241,24.55,0.08,25.08,-0.105,1774656510.4871805
58252,23.96,0.07,25.09,0.019,1774656510.4991827
58263,24.79,0.09,25.1,-0.203,1774656510.5101829
58274,24.66,0.08,25.11,-0.095,1774656510.5211825
58285,24.77,0.09,25.13,-0.13,1774656510.5317016
58296,25.22,0.1,25.14,-0.208,1774656510.5427015
58307,24.78,0.09,25.15,-0.075,1774656510.5542305
58318,24.0,0.07,25.16,0.04,1774656510.5652747
58329,24.45,0.08,25.17,-0.123,1774656510.5762744
58340,24.18,0.07,25.18,-0.024,1774656510.5872746
58351,25.2,0.1,25.19,-0.253,1774656510.5982761
58362,24.21,0.07,25.2,0.044,1774656510.609275
58373,24.35,0.07,25.21,-0.076,1774656510.6202757
58384,24.8,0.09,25.22,-0.153,1774656510.630788
58395,24.27,0.07,25.24,-0.002,1774656510.6417882
58406,24.4,0.08,25.25,-0.075,1774656510.6527905
58417,25.02,0.09,25.26,-0.188,1774656510.6637897
58428,24.53,0.08,25.27,-0.028,1774656510.674789
58439,24.39,0.08,25.28,-0.046,1774656510.685789
58450,24.38,0.08,25.29,-0.056,1774656510.6973143
58461,24.69,0.08,25.3,-0.118,1774656510.7083132
58472,24.38,0.08,25.31,-0.024,1774656510.719312
58483,24.21,0.07,25.32,-0.019,1774656510.7298276
58494,24.19,0.07,25.33,-0.029,1774656510.7408268
58505,24.37,0.08,25.35,-0.066,1774656510.7518268
58516,24.43,0.08,25.36,-0.059,1774656510.7628279
58527,24.43,0.08,25.37,-0.052,1774656510.7738278
58538,24.43,0.08,25.38,-0.05,1774656510.785484
58549,24.43,0.08,25.39,-0.049,1774656510.7958586
58560,24.43,0.08,25.4,-0.047,1774656510.806859
58571,24.43,0.08,25.41,-0.046,1774656510.8178608
58582,24.43,0.08,25.42,-0.044,1774656510.8288596
58593,24.43,0.08,25.43,-0.043,1774656510.8408606
58604,24.43,0.08,25.44,-0.041,1774656510.8518605
58616,24.43,0.08,25.46,-0.04,1774656510.8628604
58627,24.43,0.08,25.47,-0.038,1774656510.873675
58638,24.43,0.08,25.48,-0.037,1774656510.8848507
58649,24.43,0.08,25.49,-0.035,1774656510.8958514
58660,24.43,0.08,25.5,-0.033,1774656510.9068515
58671,24.43,0.08,25.51,-0.032,1774656510.917851
58682,24.43,0.08,25.52,-0.03,1774656510.9288502
58693,24.43,0.08,25.53,-0.029,1774656510.9398515
58704,24.43,0.08,25.54,-0.027,1774656510.9508507
58715,24.43,0.08,25.55,-0.026,1774656510.9618511
58726,24.43,0.08,25.57,-0.024,1774656510.9728522
58737,24.43,0.08,25.58,-0.023,1774656510.984072
58748,24.51,0.08,25.59,-0.037,1774656510.9943252
58759,24.52,0.08,25.6,-0.029,1774656511.0053225
58770,24.52,0.08,25.61,-0.027,1774656511.016321
58781,24.52,0.08,25.62,-0.026,1774656511.0278373
58792,24.52,0.08,25.63,-0.024,1774656511.0388389
58803,24.52,0.08,25.64,-0.022,1774656511.0498397
58814,24.59,0.08,25.65,-0.035,1774656511.0608392
58825,24.61,0.08,25.67,-0.03,1774656511.0718396
58836,24.61,0.08,25.68,-0.027,1774656511.0828397
58847,24.61,0.08,25.69,-0.025,1774656511.0938404
58858,24.61,0.08,25.7,-0.024,1774656511.104838
58869,24.61,0.08,25.71,-0.022,1774656511.1158388
58880,24.61,0.08,25.72,-0.021,1774656511.126838
58891,24.77,0.08,25.73,-0.051,1774656511.1378384
58902,24.79,0.08,25.74,-0.038,1774656511.148839
58913,24.79,0.08,25.75,-0.035,1774656511.1598375
58924,24.79,0.08,25.76,-0.033,1774656511.1708374
58935,24.79,0.08,25.78,-0.032,1774656511.181837
58946,24.79,0.08,25.79,-0.03,1774656511.192838
58957,24.79,0.08,25.8,-0.029,1774656511.2038383
58968,24.79,0.08,25.81,-0.027,1774656511.2148376
58979,24.79,0.08,25.82,-0.026,1774656511.2258375
58990,24.87,0.09,25.83,-0.041,1774656511.2368402
59001,24.87,0.09,25.84,-0.032,1774656511.2478375
59012,24.87,0.09,25.85,-0.03,1774656511.2588375
59023,24.87,0.09,25.86,-0.029,1774656511.269839
59034,24.87,0.09,25.87,-0.027,1774656511.2808385
59045,24.87,0.09,25.89,-0.026,1774656511.291837
59056,24.87,0.09,25.9,-0.024,1774656511.3028417
59067,24.87,0.09,25.91,-0.023,1774656511.31384
59078,24.95,0.09,25.92,-0.037,1774656511.3248372
59089,25.05,0.09,25.93,-0.047,1774656511.3368394
59100,25.05,0.09,25.94,-0.037,1774656511.3470101
59111,25.05,0.09,25.95,-0.035,1774656511.3580093
59122,25.05,0.09,25.96,-0.034,1774656511.3690116
59133,25.05,0.09,25.97,-0.032,1774656511.3800159
59144,25.05,0.09,25.98,-0.031,1774656511.3910096
59155,25.05,0.09,26.0,-0.029,1774656511.4020107
59166,25.05,0.09,26.01,-0.028,1774656511.414012
59178,25.05,0.09,26.02,-0.026,1774656511.4250112
59189,25.05,0.09,26.03,-0.025,1774656511.4350095
59200,25.14,0.09,26.04,-0.04,1774656511.4460096
59211,25.22,0.09,26.05,-0.048,1774656511.4580107
59222,25.22,0.09,26.06,-0.039,1774656511.4690123
59233,25.22,0.09,26.07,-0.037,1774656511.4800093
59244,25.22,0.09,26.08,-0.036,1774656511.4910107
59255,25.22,0.09,26.09,-0.034,1774656511.5020144
59266,25.22,0.09,26.11,-0.033,1774656511.5130112
59277,25.22,0.09,26.12,-0.031,1774656511.5240114
59288,25.22,0.09,26.13,-0.03,1774656511.5350115
59299,25.22,0.09,26.14,-0.028,1774656511.5460098
59310,25.22,0.09,26.15,-0.027,1774656511.5570178
59321,25.22,0.09,26.16,-0.025,1774656511.5680103
59332,24.01,0.06,26.17,0.22,1774656511.5790167
59343,25.89,0.11,26.18,-0.111,1774656511.5900102
59354,25.87,0.11,26.19,-0.087,1774656511.6007378
59365,26.2,0.12,26.21,-0.152,1774656511.611738
59376,26.09,0.11,26.22,-0.099,1774656511.6228917
59387,25.99,0.11,26.23,-0.087,1774656511.633892
59398,26.27,0.12,26.24,-0.153,1774656511.6448927
59409,26.03,0.11,26.25,-0.076,1774656511.655891
59420,25.98,0.11,26.26,-0.088,1774656511.666891
59431,26.45,0.12,26.27,-0.185,1774656511.6778903
59442,25.67,0.1,26.28,0.017,1774656511.6888907
59453,26.23,0.12,26.29,-0.169,1774656511.6998904
59464,25.91,0.11,26.3,-0.051,1774656511.7108915
59475,25.62,0.1,26.32,-0.02,1774656511.7218928
59486,25.6,0.1,26.33,-0.043,1774656511.7328918
59497,25.66,0.1,26.34,-0.056,1774656511.743893
59508,25.41,0.1,26.35,0.002,1774656511.7548912
59519,25.6,0.1,26.36,-0.059,1774656511.765891
59530,25.61,0.1,26.37,-0.041,1774656511.7768915
59541,25.31,0.09,26.38,0.021,1774656511.7878926
59552,25.77,0.1,26.39,-0.097,1774656511.7988915
59563,25.53,0.1,26.4,-0.005,1774656511.809891
59574,26.02,0.11,26.41,-0.124,1774656511.8208916
59585,25.96,0.11,26.43,-0.065,1774656511.8318913
59596,26.11,0.11,26.44,-0.098,1774656511.8438926
59607,26.45,0.12,26.45,-0.152,1774656511.8538911
59618,25.88,0.11,26.46,-0.004,1774656511.86489
59629,25.88,0.11,26.47,-0.056,1774656511.8758907
59640,25.92,0.11,26.48,-0.064,1774656511.8868904
59651,25.33,0.09,26.49,0.06,1774656511.8978908
59662,26.09,0.11,26.5,-0.146,1774656511.9098914
59673,25.7,0.1,26.51,0.005,1774656511.9208913
59684,26.25,0.12,26.52,-0.141,1774656511.9318912
59695,25.5,0.1,26.54,0.063,1774656511.9428933
59706,25.8,0.1,26.55,-0.066,1774656511.953893
59717,26.12,0.11,26.56,-0.1,1774656511.9648914
59728,26.22,0.11,26.57,-0.089,1774656511.9758923
59739,26.28,0.12,26.58,-0.091,1774656511.9868915
59751,26.45,0.12,26.59,-0.118,1774656511.9978914
59762,26.46,0.12,26.6,-0.101,1774656512.0088923
59773,26.46,0.12,26.61,-0.1,1774656512.0198913
59784,26.46,0.12,26.62,-0.098,1774656512.0308905
59795,26.46,0.12,26.63,-0.097,1774656512.0418913
59806,26.46,0.12,26.65,-0.096,1774656512.0528905
59817,26.46,0.12,26.66,-0.095,1774656512.0638907
59828,26.46,0.12,26.67,-0.094,1774656512.0748906
59839,26.46,0.12,26.68,-0.092,1774656512.0858927
59850,26.46,0.12,26.69,-0.091,1774656512.0968902
59861,26.46,0.12,26.7,-0.09,1774656512.1078916
59872,26.46,0.12,26.71,-0.089,1774656512.118891
59883,26.46,0.12,26.72,-0.087,1774656512.1298916
59894,26.46,0.12,26.73,-0.086,1774656512.1408901
59905,26.46,0.12,26.74,-0.085,1774656512.1518922
59916,26.46,0.12,26.76,-0.084,1774656512.1628919
59927,26.46,0.12,26.77,-0.082,1774656512.1738906
59938,26.46,0.12,26.78,-0.081,1774656512.1848898
59949,26.46,0.12,26.79,-0.08,1774656512.1958916
59960,26.46,0.12,26.8,-0.079,1774656512.2068925
59971,26.46,0.12,26.81,-0.077,1774656512.2178905
59982,26.46,0.12,26.82,-0.076,1774656512.228892
59993,26.46,0.12,26.83,-0.075,1774656512.2398918
60004,26.46,0.12,26.84,-0.074,1774656512.2508917
60015,26.46,0.12,26.86,-0.072,1774656512.2618897
60026,26.46,0.12,26.87,-0.071,1774656512.2728934
60037,26.46,0.12,26.88,-0.07,1774656512.283892
60048,26.46,0.12,26.89,-0.068,1774656512.2948914
60059,26.46,0.12,26.9,-0.067,1774656512.3058908
60070,26.46,0.12,26.91,-0.066,1774656512.3168917
60081,26.46,0.12,26.92,-0.064,1774656512.3278894
60092,26.46,0.12,26.93,-0.063,1774656512.3388898
60103,26.46,0.12,26.94,-0.062,1774656512.3498902
60114,26.52,0.12,26.95,-0.074,1774656512.3608894
60125,26.54,0.12,26.97,-0.07,1774656512.3718941
60136,26.54,0.12,26.98,-0.067,1774656512.3828907
60147,26.54,0.12,26.99,-0.066,1774656512.3938916
60158,26.54,0.12,27.0,-0.065,1774656512.4048905
60169,26.54,0.12,27.01,-0.063,1774656512.4158905
60180,26.54,0.12,27.02,-0.062,1774656512.4268906
60191,26.54,0.12,27.03,-0.061,1774656512.4378903
60202,26.54,0.12,27.04,-0.059,1774656512.4488893
60213,26.54,0.12,27.05,-0.058,1774656512.4598904
