esp_ms,pos_deg,vel_deg_s,target_deg,vq,os_time
60224,26.54,0.12,27.06,-0.057,1774656512.4708896
60235,26.54,0.12,27.08,-0.055,1774656512.4818895
60246,26.54,0.12,27.09,-0.054,1774656512.4928916
60257,26.54,0.12,27.1,-0.053,1774656512.5038912
60268,26.54,0.12,27.11,-0.051,1774656512.5148902
60279,26.63,0.12,27.12,-0.067,1774656512.5258908
60290,26.63,0.12,27.13,-0.058,1774656512.536891
60301,26.63,0.12,27.14,-0.056,1774656512.5478902
60312,26.63,0.12,27.15,-0.055,1774656512.55951
60323,26.63,0.12,27.16,-0.054,1774656512.5705156
60334,26.63,0.12,27.17,-0.052,1774656512.5815125
60346,26.63,0.12,27.19,-0.051,1774656512.592513
60357,26.63,0.12,27.2,-0.05,1774656512.6035132
60368,26.63,0.12,27.21,-0.048,1774656512.6145134
60379,26.63,0.12,27.22,-0.047,1774656512.6258688
60390,26.63,0.12,27.23,-0.046,1774656512.6362147
60401,26.63,0.12,27.24,-0.044,1774656512.6472142
60412,26.63,0.12,27.25,-0.043,1774656512.6582146
60423,26.63,0.12,27.26,-0.042,1774656512.6692169
60434,25.48,0.1,27.27,0.19,1774656512.680214
60445,25.99,0.11,27.28,-0.019,1774656512.691214
60456,27.46,0.14,27.3,-0.263,1774656512.702232
60467,25.96,0.11,27.31,0.068,1774656512.7132304
60478,25.98,0.11,27.32,0.033,1774656512.7242296
60489,26.1,0.11,27.33,0.011,1774656512.735232
60500,26.31,0.12,27.34,-0.016,1774656512.7462304
60511,25.68,0.1,27.35,0.129,1774656512.7572293
60522,26.45,0.12,27.36,-0.081,1774656512.7682297
60533,26.41,0.12,27.37,0.001,1774656512.7792304
60544,26.36,0.12,27.38,0.009,1774656512.790231
60555,25.8,0.1,27.4,0.117,1774656512.8022168
60566,26.38,0.12,27.41,-0.05,1774656512.8122911
60577,26.35,0.12,27.42,0.013,1774656512.8232923
60588,25.41,0.09,27.43,0.2,1774656512.8342922
60599,27.48,0.14,27.44,-0.13,1774656512.8452907
60610,27.24,0.14,27.45,-0.056,1774656512.856292
60621,26.01,0.1,27.46,0.169,1774656512.8682933
60632,26.82,0.12,27.47,-0.108,1774656512.879294
60643,27.39,0.13,27.48,-0.145,1774656512.8902936
60654,25.6,0.09,27.49,0.186,1774656512.9012947
60665,26.14,0.1,27.51,-0.007,1774656512.9122937
60676,27.08,0.12,27.52,-0.142,1774656512.923295
60687,26.16,0.1,27.53,0.131,1774656512.9342933
60698,25.83,0.09,27.54,0.113,1774656512.9448702
60709,27.2,0.13,27.55,-0.191,1774656512.9558733
60720,26.38,0.11,27.56,0.105,1774656512.9668715
60731,25.98,0.1,27.57,0.107,1774656512.9778697
60742,27.26,0.13,27.58,-0.183,1774656512.9888709
60753,26.42,0.11,27.59,0.105,1774656513.0004997
60764,26.17,0.1,27.6,0.079,1774656513.010751
60775,27.64,0.14,27.62,-0.238,1774656513.021752
60786,26.09,0.1,27.63,0.093,1774656513.0327542
60797,25.92,0.1,27.64,0.103,1774656513.043752
60808,27.41,0.13,27.65,-0.211,1774656513.0547526
60819,26.14,0.1,27.66,0.12,1774656513.0657518
60830,26.07,0.1,27.67,0.08,1774656513.0767524
60841,27.69,0.14,27.68,-0.249,1774656513.0877516
60852,26.11,0.1,27.69,0.081,1774656513.0987504
60863,26.14,0.1,27.7,0.068,1774656513.1097522
60874,26.94,0.12,27.71,-0.088,1774656513.1217535
60885,26.57,0.11,27.73,0.065,1774656513.1317506
60896,25.63,0.08,27.74,0.218,1774656513.1437516
60907,27.35,0.12,27.75,-0.112,1774656513.1547525
60919,27.18,0.12,27.76,-0.013,1774656513.1657534
60930,25.86,0.09,27.77,0.236,1774656513.1767538
60941,27.27,0.12,27.78,-0.095,1774656513.187751
60952,27.43,0.12,27.79,-0.067,1774656513.1981394
60963,26.14,0.09,27.8,0.207,1774656513.209135
60974,27.34,0.12,27.81,-0.123,1774656513.2201362
60985,27.27,0.12,27.82,-0.023,1774656513.2311366
60996,25.83,0.09,27.84,0.258,1774656513.2429435
61007,27.32,0.12,27.85,-0.072,1774656513.2539408
61018,27.45,0.12,27.86,-0.057,1774656513.2649415
61029,27.12,0.12,27.87,0.022,1774656513.2759414
61040,26.47,0.1,27.88,0.123,1774656513.286943
61051,27.11,0.12,27.89,-0.065,1774656513.2979426
61062,27.36,0.12,27.9,-0.053,1774656513.3089426
61073,26.28,0.1,27.91,0.188,1774656513.3199427
61084,27.1,0.12,27.92,-0.076,1774656513.330941
61095,27.5,0.13,27.94,-0.079,1774656513.3419418
61106,26.21,0.1,27.95,0.221,1774656513.3529415
61117,27.06,0.12,27.96,-0.071,1774656513.363942
61128,27.36,0.12,27.97,-0.048,1774656513.3749423
61139,26.71,0.11,27.98,0.111,1774656513.3859422
61150,27.18,0.12,27.99,-0.042,1774656513.396941
61161,27.3,0.12,28.0,-0.021,1774656513.407942
61172,26.8,0.11,28.01,0.092,1774656513.4189415
61183,27.61,0.13,28.02,-0.115,1774656513.4299414
61194,27.15,0.12,28.03,0.055,1774656513.440943
61205,26.18,0.09,28.05,0.207,1774656513.4519417
61216,27.27,0.12,28.06,-0.102,1774656513.4629412
61227,27.66,0.13,28.07,-0.075,1774656513.4739473
61238,26.05,0.09,28.08,0.256,1774656513.4849405
61249,27.23,0.12,28.09,-0.074,1774656513.4959426
61260,27.45,0.12,28.1,-0.032,1774656513.506941
61271,27.21,0.11,28.11,0.038,1774656513.5179405
61282,26.94,0.11,28.12,0.072,1774656513.5289412
61293,27.46,0.12,28.13,-0.057,1774656513.5399408
61304,27.39,0.12,28.14,0.007,1774656513.5509408
61315,26.67,0.1,28.16,0.146,1774656513.5619414
61326,27.31,0.12,28.17,-0.048,1774656513.5729423
61337,27.29,0.12,28.18,0.018,1774656513.5839424
61348,27.17,0.11,28.19,0.041,1774656513.5949411
61359,27.67,0.13,28.2,-0.069,1774656513.6059413
61370,27.34,0.12,28.21,0.047,1774656513.6169407
61381,26.99,0.11,28.22,0.087,1774656513.6279418
61392,27.03,0.11,28.23,0.047,1774656513.6389408
61403,26.98,0.11,28.24,0.063,1774656513.649941
61414,26.72,0.1,28.25,0.111,1774656513.6609426
61425,27.07,0.11,28.27,0.018,1774656513.671941
61436,26.97,0.11,28.28,0.073,1774656513.6829417
61447,27.94,0.13,28.29,-0.129,1774656513.6944597
61458,27.11,0.11,28.3,0.132,1774656513.705459
61469,26.84,0.11,28.31,0.108,1774656513.716459
61480,27.88,0.14,28.32,-0.126,1774656513.7274601
61492,27.48,0.13,28.33,0.055,1774656513.738459
61503,25.98,0.09,28.34,0.319,1774656513.7494593
61514,27.12,0.12,28.35,-0.011,1774656513.7604594
61525,29.39,0.18,28.36,-0.342,1774656513.7714593
61536,27.58,0.13,28.38,-0.011,1774656513.7824597
61547,25.66,0.09,28.39,0.32,1774656513.7934616
61558,26.98,0.12,28.4,-0.01,1774656513.8044596
61569,28.57,0.16,28.41,-0.239,1774656513.815459
61580,27.27,0.12,28.42,0.092,1774656513.82746
61591,25.46,0.08,28.43,0.415,1774656513.83746
61602,27.72,0.14,28.44,0.085,1774656513.848462
61613,29.89,0.19,28.45,-0.246,1774656513.8594627
61624,28.62,0.16,28.46,0.037,1774656513.8704605
61635,27.79,0.14,28.48,0.085,1774656513.8814604
61646,28.82,0.16,28.49,-0.199,1774656513.8929818
61657,28.29,0.15,28.5,0.004,1774656513.903982
61668,26.98,0.12,28.51,0.218,1774656513.9149802
61679,27.61,0.13,28.52,-0.03,1774656513.92598
61690,28.56,0.15,28.53,-0.159,1774656513.9369807
61701,27.57,0.13,28.54,0.129,1774656513.9479804
61712,27.23,0.12,28.55,0.106,1774656513.9589808
61723,28.21,0.15,28.56,-0.122,1774656513.9699817
61734,27.95,0.14,28.57,0.026,1774656513.980982
61745,27.36,0.13,28.59,0.12,1774656513.9919813
61756,27.38,0.13,28.6,0.061,1774656514.002982
61767,28.7,0.16,28.61,-0.198,1774656514.013983
61778,27.65,0.12,28.62,0.133,1774656514.0249813
61789,27.22,0.11,28.63,0.126,1774656514.0359807
61800,27.29,0.11,28.64,0.071,1774656514.0469797
61811,28.45,0.14,28.65,-0.15,1774656514.0579789
61822,27.4,0.11,28.66,0.169,1774656514.068979
61833,27.3,0.11,28.67,0.092,1774656514.0799804
61844,28.07,0.13,28.68,-0.071,1774656514.0909784
61855,27.79,0.12,28.7,0.06,1774656514.1019795
61866,27.77,0.12,28.71,0.04,1774656514.1129792
61877,27.06,0.11,28.72,0.181,1774656514.1239793
61888,28.17,0.13,28.73,-0.107,1774656514.1349785
61899,28.59,0.14,28.74,-0.085,1774656514.14598
61910,27.49,0.12,28.75,0.177,1774656514.156978
61921,27.28,0.11,28.76,0.116,1774656514.167978
61932,28.72,0.15,28.77,-0.19,1774656514.1789777
61943,27.8,0.12,28.78,0.132,1774656514.1899776
61954,27.21,0.11,28.79,0.164,1774656514.2009776
61965,28.19,0.13,28.81,-0.085,1774656514.2119777
61976,28.89,0.15,28.82,-0.132,1774656514.2229793
61987,27.16,0.11,28.83,0.199,1774656514.2339776
61998,27.16,0.11,28.84,0.118,1774656514.2449777
62009,28.7,0.14,28.85,-0.188,1774656514.2559779
62020,28.0,0.13,28.86,0.101,1774656514.26698
62031,27.43,0.11,28.87,0.149,1774656514.2779787
62042,27.67,0.12,28.88,0.049,1774656514.2889786
62053,29.23,0.16,28.89,-0.24,1774656514.299978
62064,27.47,0.1,28.9,0.091,1774656514.3109796
62076,27.26,0.1,28.92,0.138,1774656514.3219783
62087,27.35,0.1,28.93,0.103,1774656514.3329794
62098,27.56,0.1,28.94,0.071,1774656514.3439782
62109,27.86,0.11,28.95,0.032,1774656514.3549786
62120,27.54,0.1,28.96,0.127,1774656514.3659806
62131,27.68,0.11,28.97,0.07,1774656514.3769782
62142,28.38,0.12,28.98,-0.056,1774656514.3879786
62153,27.35,0.1,28.99,0.218,1774656514.3989782
62164,27.75,0.11,29.0,0.042,1774656514.4099786
62175,28.61,0.13,29.02,-0.091,1774656514.4209812
62186,28.66,0.13,29.03,-0.017,1774656514.4319782
62197,27.31,0.1,29.04,0.259,1774656514.4429798
62208,28.57,0.13,29.05,-0.072,1774656514.4549813
62219,28.41,0.12,29.06,0.034,1774656514.4659796
62230,28.43,0.13,29.07,0.016,1774656514.4769797
62241,28.54,0.13,29.08,-0.004,1774656514.487981
62252,28.56,0.13,29.09,0.004,1774656514.4989789
62263,28.56,0.13,29.1,0.007,1774656514.5099797
62274,28.56,0.13,29.11,0.009,1774656514.5209808
62285,28.56,0.13,29.13,0.01,1774656514.5319805
62296,28.56,0.13,29.14,0.011,1774656514.5429807
62307,28.56,0.13,29.15,0.013,1774656514.5536828
62318,28.56,0.13,29.16,0.014,1774656514.5646822
62329,28.56,0.13,29.17,0.015,1774656514.575681
62340,28.56,0.13,29.18,0.017,1774656514.5866818
62351,28.56,0.13,29.19,0.018,1774656514.5982015
62362,28.56,0.13,29.2,0.02,1774656514.6092021
62373,28.56,0.13,29.21,0.021,1774656514.6202023
62384,28.56,0.13,29.22,0.022,1774656514.6312025
62395,28.56,0.13,29.24,0.024,1774656514.6422014
62406,28.56,0.13,29.25,0.025,1774656514.6532013
62417,28.56,0.13,29.26,0.026,1774656514.6642013
62428,28.56,0.13,29.27,0.028,1774656514.6752017
62439,28.56,0.13,29.28,0.029,1774656514.6862018
62450,28.56,0.13,29.29,0.031,1774656514.6972005
62461,28.56,0.13,29.3,0.032,1774656514.7082016
62472,28.56,0.13,29.31,0.034,1774656514.719202
62483,28.56,0.13,29.32,0.035,1774656514.730201
62494,28.56,0.13,29.33,0.036,1774656514.7407188
62505,28.56,0.13,29.35,0.038,1774656514.7517202
62516,28.56,0.13,29.36,0.039,1774656514.762719
62527,28.56,0.13,29.37,0.041,1774656514.7737205
62538,28.65,0.13,29.38,0.025,1774656514.7847204
62549,28.65,0.13,29.39,0.034,1774656514.7957187
62560,28.65,0.13,29.4,0.036,1774656514.8067205
62571,28.65,0.13,29.41,0.037,1774656514.8184366
62582,28.65,0.13,29.42,0.039,1774656514.8294342
62593,28.65,0.13,29.43,0.04,1774656514.840434
62604,28.65,0.13,29.44,0.041,1774656514.8514354
62615,28.65,0.13,29.46,0.043,1774656514.8624344
62626,28.65,0.13,29.47,0.044,1774656514.8734365
62637,28.65,0.13,29.48,0.046,1774656514.8844347
62648,28.73,0.13,29.49,0.032,1774656514.8949544
62660,28.74,0.13,29.5,0.038,1774656514.9059522
62671,28.74,0.13,29.51,0.041,1774656514.916953
62682,28.74,0.13,29.52,0.042,1774656514.928952
62693,28.74,0.13,29.53,0.044,1774656514.9389515
62704,28.74,0.13,29.54,0.045,1774656514.9509523
62715,28.74,0.13,29.55,0.047,1774656514.9619539
62726,28.74,0.13,29.57,0.048,1774656514.9729533
62737,28.74,0.13,29.58,0.05,1774656514.9839525
62748,28.74,0.13,29.59,0.051,1774656514.9949527
62759,28.74,0.13,29.6,0.052,1774656515.0055661
62770,28.74,0.13,29.61,0.054,1774656515.0170271
62781,28.83,0.13,29.62,0.038,1774656515.0277514
62792,28.83,0.13,29.63,0.048,1774656515.038752
62803,28.83,0.13,29.64,0.049,1774656515.0497508
62814,28.83,0.13,29.65,0.051,1774656515.0607512
62825,28.83,0.13,29.67,0.052,1774656515.0717518
62836,28.83,0.13,29.68,0.053,1774656515.0827513
62847,28.83,0.13,29.69,0.055,1774656515.0937557
62858,28.83,0.13,29.7,0.056,1774656515.1047513
62869,28.83,0.13,29.71,0.058,1774656515.1157513
62880,28.83,0.13,29.72,0.059,1774656515.126753
62891,28.86,0.13,29.73,0.054,1774656515.1377513
62902,28.92,0.13,29.74,0.048,1774656515.1487505
62913,28.92,0.13,29.75,0.054,1774656515.1597514
62924,28.92,0.13,29.76,0.056,1774656515.170751
62935,28.92,0.13,29.78,0.057,1774656515.181749
62946,28.92,0.13,29.79,0.059,1774656515.1927495
62957,28.92,0.13,29.8,0.06,1774656515.2037504
62968,28.92,0.13,29.81,0.062,1774656515.2151277
62979,28.92,0.13,29.82,0.063,1774656515.225723
62990,28.92,0.13,29.83,0.065,1774656515.236725
63001,28.92,0.13,29.84,0.066,1774656515.247722
63012,28.92,0.13,29.85,0.068,1774656515.2587225
63023,29.0,0.14,29.86,0.052,1774656515.2697232
63034,29.0,0.14,29.87,0.061,1774656515.2807224
63045,29.0,0.14,29.89,0.063,1774656515.291722
63056,29.0,0.14,29.9,0.064,1774656515.3027236
63067,29.0,0.14,29.91,0.066,1774656515.3137226
63078,29.0,0.14,29.92,0.067,1774656515.3247232
63089,29.0,0.14,29.93,0.069,1774656515.3357232
63100,29.0,0.14,29.94,0.07,1774656515.3472424
63111,29.0,0.14,29.95,0.072,1774656515.3582428
63122,29.09,0.14,29.96,0.056,1774656515.3692439
63133,29.09,0.14,29.97,0.065,1774656515.3802433
63144,29.09,0.14,29.98,0.067,1774656515.391242
63155,29.09,0.14,30.0,0.069,1774656515.401761
63166,29.09,0.14,30.01,0.07,1774656515.4127605
63177,29.09,0.14,30.02,0.072,1774656515.4237607
63188,29.09,0.14,30.03,0.073,1774656515.435764
63199,29.09,0.14,30.04,0.075,1774656515.4467628
63210,29.09,0.14,30.05,0.076,1774656515.4577618
63221,29.18,0.14,30.06,0.06,1774656515.4687626
63233,29.18,0.14,30.07,0.07,1774656515.4797623
63244,29.18,0.14,30.08,0.071,1774656515.4907618
63255,29.18,0.14,30.09,0.073,1774656515.5017617
63266,29.18,0.14,30.11,0.074,1774656515.5127635
63277,29.18,0.14,30.12,0.076,1774656515.5237608
63288,29.18,0.14,30.13,0.077,1774656515.534761
63299,29.18,0.14,30.14,0.079,1774656515.5457618
63310,29.18,0.14,30.15,0.08,1774656515.5567596
63321,29.27,0.14,30.16,0.065,1774656515.567763
63332,29.27,0.14,30.17,0.074,1774656515.578762
63343,29.27,0.14,30.18,0.075,1774656515.5897646
63354,29.27,0.14,30.19,0.077,1774656515.6002805
63365,29.27,0.14,30.21,0.078,1774656515.6112804
63376,29.27,0.14,30.22,0.08,1774656515.6222825
63387,29.27,0.14,30.23,0.081,1774656515.6332831
63398,29.27,0.14,30.24,0.083,1774656515.6442819
63409,29.27,0.14,30.25,0.084,1774656515.6552823
63420,29.3,0.14,30.26,0.079,1774656515.6662843
63431,29.36,0.14,30.27,0.073,1774656515.6782837
63442,29.36,0.14,30.28,0.08,1774656515.6892807
63453,29.36,0.14,30.29,0.081,1774656515.700282
63464,29.36,0.14,30.3,0.083,1774656515.711282
63475,29.36,0.14,30.32,0.084,1774656515.722282
63486,29.36,0.14,30.33,0.086,1774656515.7332833
63497,29.36,0.14,30.34,0.087,1774656515.7438064
63508,29.36,0.14,30.35,0.089,1774656515.7548056
63519,29.36,0.14,30.36,0.09,1774656515.7658045
63530,29.44,0.14,30.37,0.075,1774656515.776805
63541,29.44,0.14,30.38,0.084,1774656515.7878046
63552,29.44,0.14,30.39,0.086,1774656515.7988043
63563,29.44,0.14,30.4,0.087,1774656515.8098056
63574,29.44,0.14,30.41,0.089,1774656515.8208053
63585,29.44,0.14,30.43,0.09,1774656515.8318062
63596,29.44,0.14,30.44,0.092,1774656515.8428032
63607,29.44,0.14,30.45,0.093,1774656515.8542504
63618,29.44,0.14,30.46,0.095,1774656515.865462
63629,28.14,0.11,30.47,0.358,1774656515.8754468
63640,29.51,0.15,30.48,0.027,1774656515.8864493
63651,30.26,0.16,30.49,-0.057,1774656515.8974679
63662,28.87,0.13,30.5,0.274,1774656515.9094708
63673,29.62,0.15,30.51,0.013,1774656515.9204688
63684,30.02,0.16,30.52,0.005,1774656515.9314752
63695,28.69,0.13,30.54,0.312,1774656515.941996
63706,30.1,0.16,30.55,-0.018,1774656515.9529977
63717,30.41,0.17,30.56,-0.021,1774656515.9639964
63728,29.18,0.14,30.57,0.255,1774656515.9749966
63739,30.06,0.16,30.58,-0.036,1774656515.9859986
63750,30.15,0.16,30.59,0.031,1774656515.9969976
63761,28.43,0.12,30.6,0.362,1774656516.0079963
63772,30.11,0.16,30.61,0.032,1774656516.019999
63783,30.33,0.16,30.62,0.004,1774656516.0299957
63795,28.58,0.12,30.63,0.336,1774656516.0409956
63806,30.15,0.16,30.65,0.005,1774656516.051997
63817,30.17,0.16,30.66,0.044,1774656516.0629973
63828,28.74,0.13,30.67,0.334,1774656516.0739965
63839,30.03,0.16,30.68,0.004,1774656516.0849955
63850,30.1,0.16,30.69,0.052,1774656516.0959957
63861,28.7,0.12,30.7,0.34,1774656516.1069963
63872,30.17,0.16,30.71,0.01,1774656516.1179965
63883,29.97,0.15,30.72,0.097,1774656516.1289973
63894,29.03,0.13,30.73,0.266,1774656516.139996
63905,30.48,0.17,30.75,-0.065,1774656516.1515145
63916,30.05,0.16,30.76,0.114,1774656516.1625154
63927,28.47,0.12,30.77,0.392,1774656516.173516
63938,29.95,0.15,30.78,0.062,1774656516.1845155
63949,30.18,0.16,30.79,0.043,1774656516.1955292
63960,29.0,0.13,30.8,0.303,1774656516.2065294
63971,29.97,0.15,30.81,-0.002,1774656516.2175298
63982,29.99,0.15,30.82,0.089,1774656516.228529
63993,29.03,0.13,30.83,0.283,1774656516.2399557
64004,30.12,0.16,30.84,-0.024,1774656516.2509565
64015,30.41,0.16,30.86,0.024,1774656516.2619548
64026,28.43,0.12,30.87,0.355,1774656516.2729552
64037,30.2,0.16,30.88,0.026,1774656516.2839627
64048,30.29,0.16,30.89,0.059,1774656516.2949572
64059,28.97,0.13,30.9,0.334,1774656516.3059552
64070,29.94,0.15,30.91,0.016,1774656516.3169558
64081,30.0,0.16,30.92,0.098,1774656516.327956
64092,29.12,0.14,30.93,0.28,1774656516.338956
64103,30.17,0.16,30.94,-0.01,1774656516.3499544
64114,30.14,0.16,30.95,0.096,1774656516.3609562
64125,29.0,0.13,30.97,0.322,1774656516.3719578
64136,30.17,0.16,30.98,-0.008,1774656516.382956
64147,30.31,0.16,30.99,0.066,1774656516.3939576
64158,28.68,0.12,31.0,0.398,1774656516.404956
64169,30.33,0.16,31.01,0.068,1774656516.4159553
64180,30.32,0.16,31.02,0.085,1774656516.4269557
64191,29.41,0.14,31.03,0.269,1774656516.4379551
64202,30.02,0.16,31.04,0.061,1774656516.4484744
64213,30.0,0.16,31.05,0.124,1774656516.4594734
64224,30.05,0.16,31.06,0.114,1774656516.470474
64235,29.66,0.15,31.08,0.199,1774656516.481473
64246,29.72,0.15,31.09,0.15,1774656516.4924731
64257,30.02,0.16,31.1,0.099,1774656516.5044744
64268,29.56,0.15,31.11,0.221,1774656516.515473
64279,30.19,0.16,31.12,0.054,1774656516.526475
64290,30.48,0.17,31.13,0.056,1774656516.5374749
64301,29.98,0.16,31.14,0.185,1774656516.5484746
64312,29.98,0.16,31.15,0.139,1774656516.5590603
64323,30.09,0.16,31.16,0.118,1774656516.5700433
64334,29.63,0.15,31.17,0.224,1774656516.582043
64345,30.24,0.16,31.19,0.059,1774656516.592043
64356,30.48,0.17,31.2,0.07,1774656516.6030428
64368,30.06,0.16,31.21,0.177,1774656516.6140418
64379,29.97,0.16,31.22,0.159,1774656516.6250434
64390,30.11,0.16,31.23,0.123,1774656516.6360416
64401,29.77,0.15,31.24,0.207,1774656516.647043
64412,30.09,0.16,31.25,0.11,1774656516.6580453
64423,29.82,0.15,31.26,0.199,1774656516.6690435
64434,29.95,0.16,31.27,0.147,1774656516.6800416
64445,30.17,0.16,31.29,0.117,1774656516.691044
64456,29.63,0.15,31.3,0.248,1774656516.7020435
64467,30.39,0.17,31.31,0.047,1774656516.7130437
64478,30.18,0.16,31.32,0.161,1774656516.7240422
64489,30.43,0.17,31.33,0.095,1774656516.7350428
64500,29.88,0.15,31.34,0.229,1774656516.7465618
64511,30.09,0.16,31.35,0.137,1774656516.7575617
64522,30.24,0.16,31.36,0.127,1774656516.7685614
64533,29.62,0.15,31.37,0.267,1774656516.779562
64544,30.64,0.17,31.38,0.007,1774656516.790561
64555,30.27,0.16,31.4,0.179,1774656516.8025632
64566,30.15,0.16,31.41,0.169,1774656516.812562
64577,30.39,0.17,31.42,0.111,1774656516.823794
64588,30.13,0.16,31.43,0.188,1774656516.8345819
64599,29.97,0.16,31.44,0.198,1774656516.845583
64610,30.31,0.16,31.45,0.114,1774656516.8565812
64621,29.74,0.15,31.46,0.264,1774656516.8675823
64632,30.4,0.17,31.47,0.078,1774656516.8785818
64643,29.9,0.15,31.48,0.244,1774656516.890101
64654,30.1,0.16,31.49,0.158,1774656516.9011016
64665,30.4,0.17,31.51,0.118,1774656516.9121006
64676,29.58,0.15,31.52,0.312,1774656516.9231021
64687,29.9,0.16,31.53,0.172,1774656516.9336402
64698,30.15,0.16,31.54,0.154,1774656516.94462
64709,29.81,0.15,31.55,0.249,1774656516.95562
64720,30.21,0.16,31.56,0.136,1774656516.966618
64731,30.2,0.16,31.57,0.179,1774656516.9776177
64742,29.93,0.16,31.58,0.234,1774656516.9886174
64753,30.63,0.17,31.59,0.07,1774656516.9996173
